genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
A1BG	1.132243937878	4.3107185397733	0.897064274782382	4.80536195783633	1.54471787680322e-06	0.000116242449031135
A1CF	0.23830827851789	-0.55588704227819	2.63949490183443	-0.210603567330951	0.833196628419656	NA
A2ML1	3.07695911609976	1.30697744115591	0.544303239455093	2.40119357449414	0.0163416892773354	0.12008144712415
A3GALT2	1.72663863916304	-1.55367060804102	1.22881464528554	-1.26436530847172	0.206098938554325	0.48475993705573
A4GALT	0.421249032570664	-1.82226097405269	1.61668312262202	-1.1271602632291	0.259674727799	NA
A4GNT	0.045605233540159	-0.308143846365916	3.5956394143704	-0.0856993182170554	0.931705444120034	NA
AAAS	7.56520142629307	-0.158106142109186	0.439850053063099	-0.359454639162009	0.719255005983426	0.878114945143261
AACS	26.0967151814726	-0.0812583918999309	0.338785141450767	-0.239852289719558	0.810444768551579	0.92457777037754
AADAC	0.232359414238908	-0.240250328839014	2.11441567633337	-0.113624927930744	0.909535125693052	NA
AADACL2	0.120446748580647	-0.647596192746642	3.54428254936197	-0.182715735477472	0.855021068484585	NA
AADACL3	0.0765033159225514	-0.477869981592128	3.5956394143704	-0.132902643040974	0.894270376604679	NA
AADACL4	0.230554303177801	-0.817323576572984	3.12087631240043	-0.261889128167447	0.793406921642907	NA
AADAT	9.39082382158549	-1.30348969136829	0.508924993848214	-2.56126090705826	0.0104293000124999	0.0907782134929934
AAGAB	26.7804500802983	0.766579029122225	0.287102822101091	2.67005048404682	0.0075839843300896	0.0733568088193388
AAK1	300.311709485557	-0.375318246082909	0.142312462624772	-2.63728305420792	0.00835730636611834	0.0783661212152085
AAMDC	17.7094282704596	-1.20908941315576	0.345337995138741	-3.50117690545462	0.000463208253347431	0.0109667191699834
AAMP	10.4831824133545	0.315309130889541	0.460979281796032	0.683998486138158	0.493976121740537	0.738341573594694
AANAT	0.467477761724915	-1.08624661318705	1.30344475552617	-0.833366054511882	0.404638313201197	NA
AAR2	8.42910728994624	-0.119088296414072	0.316857535710475	-0.375841767963781	0.707034534115166	0.872310600194676
AARD	6.9118090008271	2.78221509519473	0.841521701570348	3.30617153426096	0.000945801678322683	0.0182819338952034
AARS2	9.2279485176123	0.476298666678427	0.399273764526692	1.19291250514053	0.23290364120012	0.516149669746145
AASDH	33.3609046874852	0.0156478118112856	0.238313602848451	0.0656605901814022	0.947648049149636	0.978735799835942
AASDHPPT	37.7393027136119	-0.60659943174603	0.368236754657109	-1.64730821699446	0.0994947098021801	0.340977450533197
AASS	4.08313614113092	1.83965766179575	0.711080393069345	2.58713034380677	0.00967789750375648	0.0861121761767379
AATF	17.3759697494738	0.116324006843178	0.349045812998553	0.333262862670866	0.738935869880317	0.889384134706568
AATK	35.0613388420109	-0.130513491517242	0.260852112968687	-0.50033519005042	0.616839079643716	0.818598002211298
ABAT	101.682669202323	-0.0505372543562705	0.7553565493566	-0.066905164718989	0.946657201402649	0.978046232171893
ABCA1	19.5848635775894	0.438623598190673	0.383944161020013	1.14241507677938	0.253281527289678	0.536422322345846
ABCA12	1.05853001222507	-1.80630800832888	1.11929714240448	-1.61378774223309	0.106573474241945	0.351960148855884
ABCA13	1.51832308909086	-2.94038773546803	1.25722710425727	-2.3387880562797	0.0193464051641707	0.134191152341625
ABCA2	18.6900395392829	-0.711164876400862	0.261323544022672	-2.72139611094193	0.00650068145601227	0.0660005014588368
ABCA3	56.9594664594792	0.268734895523813	0.709627322525028	0.378698630948408	0.704911670119553	0.87103874140044
ABCA4	1.39354103920306	1.59889466980687	0.737877497196794	2.16688363025175	0.0302437284512986	0.170978051459942
ABCA5	88.2371912995956	0.366953258674071	0.161687151517047	2.26952639854864	0.0232363337503936	0.148041924027401
ABCA6	28.2536888010358	-0.111800369959801	0.704394908638981	-0.158718310692818	0.873890811205604	0.953469972680968
ABCB1	9.76952921132227	-0.599650433235151	1.23669626119662	-0.484880929982706	0.627760810469305	0.827220054764893
ABCB10	33.682870231648	0.131299946510025	0.355242868475428	0.36960614318175	0.71167597316639	0.874789478821326
ABCB11	0.297143154638687	0.167097824873469	1.82004865956273	0.0918095370667806	0.926849366584381	NA
ABCB5	2.31721662257297	0.134338333202672	0.57799121219784	0.23242279530833	0.81620964553915	0.927363728001422
ABCB6	3.07354152745392	2.91135657660331	1.27137876251889	2.28992072420279	0.0220259126301404	0.14401095334406
ABCB7	29.4604628087922	0.126238981432352	0.226809810697703	0.556585189344414	0.577810875241707	0.792635273948555
ABCB8	20.6204834515426	1.24115593145783	0.221789379674262	5.59610173075328	2.19225095947727e-08	3.12265270596971e-06
ABCB9	47.4238773079988	0.034703720788644	0.336888217075602	0.103012569242978	0.917952995212909	0.968191454593389
ABCC10	20.4785761277149	-0.676025334785735	0.402109917101335	-1.68119537975824	0.0927249706518047	0.327176135018827
ABCC11	0.482951335788599	-1.2662465440317	1.65950008560324	-0.763028911548028	0.445446153757675	NA
ABCC12	0.249634204279219	0.336825050019714	2.13274416289564	0.157930358399108	0.874511675711849	NA
ABCC2	3.37016555510007	-2.19992944777011	0.98936648882854	-2.22357384509246	0.0261771299066483	0.158266477682187
ABCC3	1.62699940086596	-0.371274170852125	0.848268561103193	-0.437684700195978	0.661614861913138	0.846111780973781
ABCC4	3.39014767482241	-0.943155299396342	0.742301352475	-1.27058275759791	0.203877124227774	0.48178538695961
ABCC5	94.0672365001346	-0.225704985762721	0.1538965403765	-1.4666020770223	0.142484334698918	0.403986982149896
ABCC8	59.8688236748301	-0.415009470944573	0.214633770956688	-1.93357023498562	0.0531659898518792	0.241691135477863
ABCD1	1.22413498378719	-0.589760790684654	1.05431582082224	-0.559377730123324	0.575903956674331	0.79121493186455
ABCD2	32.1427996287718	0.0158023562996413	0.393472029738131	0.0401613205140866	0.967964514493261	0.98757910355731
ABCD3	39.1257341494889	-0.414404304718766	0.250935894502141	-1.65143494333861	0.0986497945895078	0.339179538006742
ABCD4	20.5253402347717	0.280950495785289	0.301406648985716	0.93213104863723	0.3512688039047	0.628352202386636
ABCE1	21.1353896241954	-0.532041195234235	0.308827079371594	-1.72278025721333	0.084928270319904	0.312692438561819
ABCF3	3.68163902371401	0.914285371741271	0.868046001369246	1.05326834096245	0.292218024433146	0.578872295089833
ABCG2	1.4734260153379	-0.813939155819809	1.16622864256051	-0.697924168654241	0.485224618844013	0.733044515715735
ABCG4	6.40789429629666	-0.278112588467503	0.44663512118289	-0.622684100011966	0.533492133269536	0.764300129823826
ABCG5	3.20077429089975	-0.462905076612466	0.792544059354118	-0.584074880316067	0.559169934277352	0.780775850580991
ABCG8	1.16203037020556	0.410689922942751	0.998728045687958	0.411212967049357	0.680916380837548	0.856578880444122
ABHD1	2.18784791068432	-0.237783234475116	0.685089593479965	-0.347083413232534	0.728528654175146	0.882419221613555
ABHD10	8.41577752964094	0.350314232849302	0.356185410990221	0.983516511457905	0.325353292957415	0.608125845593592
ABHD11	2.68304624968861	-1.10225617755987	0.740689830296935	-1.48814811878541	0.136711835894775	0.395779607181461
ABHD12	60.9716279712768	-0.366012920697752	0.164896688650175	-2.21964991349366	0.0264425412575835	0.159220193910926
ABHD12B	0.516465421333505	1.16861096323997	1.15095132288605	1.01534351627455	0.309942107728251	NA
