genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
A1BG	0.112893173589541	1.2829969886291	3.52612349111427	0.363854808789939	0.715966432206156	NA
A1CF	0.156426464016219	0.13487811407169	2.71031514557164	0.0497647346627074	0.960309869507902	NA
A2ML1	7.17476099811268	0.719249519203967	0.67667903995455	1.06291088793333	0.287822364933285	0.675015135840999
A3GALT2	0.662220873901923	-1.55976808507081	1.96923615213477	-0.792067565578624	0.428321280853011	NA
A4GALT	0.2593522763506	0.637962738832232	2.14376807403944	0.297589439155205	0.766016535920856	NA
A4GNT	0	NA	NA	NA	NA	NA
AAAS	5.3228388800292	0.204803290442464	0.626696988092758	0.32679794914245	0.743820710692779	0.931357470183042
AACS	6.54558724500591	-0.0119640417766005	0.423591103530455	-0.0282443178737352	0.977467290757478	0.993223867932954
AADAC	0	NA	NA	NA	NA	NA
AADACL2	0.0386116532925097	0.644051841156813	3.84491722482681	0.167507335918219	0.866970875852871	NA
AADACL3	0	NA	NA	NA	NA	NA
AADACL4	0.0481245367345272	0.644051841156813	3.84491722482681	0.167507335918219	0.866970875852871	NA
AADAT	6.96677627345138	0.218276014520615	0.41844147491676	0.521640486436094	0.601920668675302	0.868624492933252
AAGAB	7.80260726194685	0.694095478315885	0.470009892509803	1.47676780718272	0.139737888846935	0.520581897040183
AAK1	50.6947297629765	-0.733481469357283	0.213357079273266	-3.43781172790543	0.0005864352852927	0.0257045707592305
AAMDC	10.3527797434842	-1.16916667266018	0.443225994514395	-2.63785673026947	0.00834318221545602	0.135855711785761
AAMP	3.16889429445106	0.287177715184421	0.630927805388397	0.455167315074401	0.648988872873717	0.890424977782551
AANAT	0.15658219892269	1.10672571546847	2.69521567752019	0.410626030673266	0.681346773363717	NA
AAR2	2.39826596194074	0.282465012382643	0.758515683048404	0.372391789247445	0.709601166287281	0.913979767203297
AARD	0	NA	NA	NA	NA	NA
AARS2	2.04838522701058	0.268865238158016	0.733369830153182	0.366616169773247	0.713905345112877	0.915935333642801
