genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DEG	HARs.Intron	HARs.Flanking	HARs.FlankingandIntron	HARs.Intron.Simp	HARs.Flanking.Simp	HARs.FlankingandIntron.Simp	hCONDELs.Intron	hCONDELs.Flanking	hCONDELs.FlankingandIntron	hCONDELs.Intron.Simp	hCONDELs.Flanking.Simp	hCONDELs.FlankingandIntron.Simp	HARorhCONDEL	HARandhCONDEL
ABCB8	7.08887728133654	1.35421638869166	0.286488543112073	4.72694780035896	2.27919826150775e-06	0.000242779305012566	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ABCD4	10.6666441277868	1.09278908225961	0.291829706484322	3.74461221040334	0.000180672616411366	0.00737972923800562	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ACADVL	9.04085945281881	1.59972835886388	0.369996303809358	4.32363335091083	1.53480294390037e-05	0.00107584735390177	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ACAP2	79.1073651433861	-0.741319221403342	0.136261423885508	-5.44041886738412	5.31554435673002e-08	9.95748093721926e-06	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTSL3	31.4744185121536	-1.34659483166832	0.361880554181784	-3.7211030438289	0.00019835447426913	0.00786453277830564	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	480	NA	480	TRUE	FALSE	TRUE	TRUE	FALSE
ADCY8	18.4911562671709	-2.85548436538968	0.638431201633055	-4.47265791221605	7.72533115449494e-06	0.000621746096248797	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ADGRL2	51.7248201818444	2.36250514645307	0.374210937155398	6.31329796080224	2.73150860856461e-10	8.99328516122864e-08	TRUE	HARsv2_0079	HARsv2_0080	HARsv2_0080,HARsv2_0079	TRUE	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
AEBP2	98.6798051578153	-2.22118204785639	0.535154675204502	-4.15054217177043	3.31688645342204e-05	0.00207114777680635	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AHCY	2.24589096805183	2.26519123197106	0.532245516678131	4.25591416177378	2.08196577910819e-05	0.00140500361428636	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ALK	29.5402078500224	-2.66762482831876	0.600219953538433	-4.44441210691598	8.81325281406594e-06	0.000693883998730626	TRUE	HARsv2_1344	NA	HARsv2_1344	TRUE	FALSE	TRUE	877,878	NA	877,878	TRUE	FALSE	TRUE	TRUE	TRUE
ANO5	23.2780644610953	-1.46480108086444	0.277212691577174	-5.28403325450431	1.26370296565068e-07	2.17938614631661e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AP3S2	7.46700855729336	-6.50529905609498	1.31590982503215	-4.94357510852696	7.67027794023276e-07	0.000104171962275786	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARL15	85.6054262378418	1.55657353655357	0.237274567072247	6.56022074240942	5.37281836354895e-11	1.94585571733198e-08	TRUE	HARsv2_2255,HARsv2_2256,HARsv2_2257	NA	HARsv2_2255,HARsv2_2256,HARsv2_2257	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
ASS1	2.22150583630239	-3.80743746075746	1.0181303666462	-3.73963648024707	0.000184286569303995	0.00749915196811951	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ATG10	18.707761776613	1.07664750952352	0.250524991180834	4.29756530256245	1.72684395178191e-05	0.00118747845165256	TRUE	HARsv2_2271	NA	HARsv2_2271	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
BAIAP2L1	3.96141540171653	2.95535960216055	0.720737566501461	4.10046560567973	4.12319716472518e-05	0.00244800749698028	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BBIP1	12.5064740581562	1.34706189838688	0.295437866214896	4.55954382437576	5.12648582407987e-06	0.000464160570655232	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BCO2	4.19772685967437	3.36454076992278	0.486275547934862	6.91900052184708	4.54841188499695e-12	2.35326167288057e-09	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BMI1	1.71182589518144	-4.62595468159321	1.04642052834827	-4.42074152434211	9.83627752544812e-06	0.000763365395099956	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BMP6	32.1305409709249	-3.13414534836009	0.759580723526669	-4.12615177200459	3.68883872967597e-05	0.00223906328480053	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCDC69	2.73242758533556	3.56598544328408	0.8558200670129	4.16674670381424	3.08977484570492e-05	0.00197472962932847	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCDC93	11.856580312666	1.22667828009056	0.233973679892796	5.24280457807308	1.58154019837658e-07	2.64360527005562e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCNJL	6.25657624337404	2.10490243382057	0.553167966488958	3.80517774227005	0.00014170239705482	0.0061583861760025	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCPG1	14.7731407424796	-7.56984841141923	1.17600198308449	-6.43693507349755	1.21910048893537e-10	4.27275058460736e-08	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CD163L1	4.0199405833542	1.86844007972993	0.394026264347204	4.74191760497347	2.11704729548708e-06	0.0002277397907472	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CENPT	1.59645740017368	2.80198776553498	0.753097369542852	3.72061818146551	0.00019873571357091	0.00786453277830564	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CENPW	4.497865632404	3.71010512340539	0.643972393914399	5.76127976675124	8.34785367546975e-09	2.06135068599952e-06	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CERK	10.7424943446959	-1.37577511910485	0.305734706625212	-4.49989840633747	6.79859468554396e-06	0.000562648681133118	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CERS3	2.61814659569409	-3.37038118696476	0.881803926307581	-3.82214354735039	0.000132296635327599	0.00589099566735397	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CFAP221	23.8705938951696	-1.15692573149462	0.285655561479355	-4.05007249116078	5.12017692752376e-05	0.00288242084546869	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CHI3L1	2.81086942720852	2.32725218254014	0.578379907592657	4.02374313490015	5.72803904522844e-05	0.00311175721132035	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CHKB	2.36970614034842	-4.98528738673862	1.2736178991818	-3.91427239672219	9.06772242766714e-05	0.00437870240784904	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CHRM2	27.7723374406332	1.52196401316219	0.37915672741109	4.01407624639625	5.96790543191264e-05	0.0031629898789137	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CIB1	1.71578840130757	2.96988258465376	0.747864464745479	3.97115082298301	7.15262773134098e-05	0.00364851175122159	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CLN8	1.63188400831878	2.92926536788553	0.743188918610454	3.94148149216541	8.09798844386862e-05	0.00403599286434094	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CLPX	10.5990280320138	-1.33486936613935	0.31606189781063	-4.22344286162308	2.40598388568431e-05	0.00158430393442182	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	774,471	472	472,774,471	TRUE	TRUE	TRUE	TRUE	FALSE
COL12A1	6.88260273801455	1.77716352775902	0.486392946931335	3.65376089223988	0.000258426943742194	0.0095525646785524	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
COL16A1	5.0881288354555	1.85475606909354	0.380987594729037	4.86828467581121	1.12571089699679e-06	0.000137425268492923	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
COMMD1	52.5879040127141	-0.726941138519774	0.197966579400226	-3.67203969842873	0.000240622292161969	0.00920549719837955	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
COMMD10	38.8397006080365	-1.00782436413339	0.244640190733318	-4.11961894369196	3.79499483465832e-05	0.00226552850981114	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
COQ2	2.99295187842973	2.65065227252734	0.624307826974714	4.24574570107815	2.17867617842794e-05	0.00145222801709322	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CPLX1	24.5678918118637	0.956018275755932	0.189005892739554	5.0581400500211	4.23365469390568e-07	5.97385172068639e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CPZ	3.76881913646217	4.39190194778965	1.03710633487163	4.23476532744666	2.28790505460524e-05	0.00151573709867597	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CRAMP1L	3.58964931726145	3.05495757459944	0.823666452195286	3.70897414415409	0.000208100674829104	0.00810399222945598	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CSAD	15.2044430555797	2.52880529844589	0.577649303029658	4.37775183867235	1.1990976928102e-05	0.000898496305681573	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	701	NA	701	TRUE	FALSE	TRUE	TRUE	FALSE
CSMD1	1557.60536355629	1.09788727143609	0.279993020351458	3.92112371250532	8.81369966728525e-05	0.00431355166148893	TRUE	HARsv2_2750,HARsv2_2751	NA	HARsv2_2750,HARsv2_2751	TRUE	FALSE	TRUE	1165,1166	NA	1165,1166	TRUE	FALSE	TRUE	TRUE	TRUE
CTNND1	5.24740862662161	-6.13611982997633	0.975628398004954	-6.28940264810247	3.18689886216812e-10	9.92424620811082e-08	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CTNND2	885.548708221514	0.609507297898473	0.161799820007824	3.76704558675653	0.000165190845877661	0.0068243290511817	TRUE	HARsv2_2221	NA	HARsv2_2221	TRUE	FALSE	TRUE	194	NA	194	TRUE	FALSE	TRUE	TRUE	TRUE
CUX1	40.6362679147949	-1.15811515233471	0.245886961257597	-4.70994942721442	2.47778265623517e-06	0.000256391510095192	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
