genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
A1BG	0.656439673448264	3.4525754652662	1.22834772280038	2.81074764187704	0.00494265361541708	0.0801155099779973
A1CF	0.138178348404989	-0.0275943206507409	3.5956394143704	-0.00767438485084374	0.993876786919558	NA
A2ML1	2.69901770782043	1.2273881964439	0.624851261481409	1.96428857890755	0.049496635418044	0.298902260802595
A3GALT2	2.11937168209917	-1.30916634924933	1.1521179999085	-1.13631272955834	0.255825705121662	0.621575375025717
A4GALT	0.540585659353593	-1.40643034394108	1.76893251375084	-0.795072922798445	0.426571084334616	NA
A4GNT	0.029154175702917	0.481584085027895	3.5956394143704	0.133935589620913	0.893453507369119	NA
AAAS	5.18157127894009	-0.0896605629544317	0.437834179172684	-0.204782009307384	0.837742443633669	0.945514816497354
AACS	19.9353409621762	-0.295052127254631	0.356853289566905	-0.826816330074245	0.408341172763985	0.736025554962451
AADAC	0.0285072681471154	0.481584085027895	3.5956394143704	0.133935589620913	0.893453507369119	NA
AADACL2	0.0545107932302607	0.481584085027895	3.5956394143704	0.133935589620913	0.893453507369119	NA
AADACL3	0	NA	NA	NA	NA	NA
AADACL4	0.0722597890399305	0.311857949801683	3.5956394143704	0.0867322647969942	0.930884329445673	NA
AADAT	8.57524074145319	-0.332278900325698	0.423301433264273	-0.784969939183388	0.432471193809251	0.750434637542414
AAGAB	19.145104197463	0.333759777894888	0.293986581297837	1.13528915646921	0.256254184059017	0.621897369616415
AAK1	213.15622109519	-0.529042391954071	0.174349281228348	-3.03438240884502	0.00241028697327546	0.0512664269892074
AAMDC	9.6359740940995	-0.639107450091361	0.330524062854486	-1.93361852257253	0.0531600481858843	0.308938449687642
AAMP	6.85255813571876	0.447774764887073	0.458788140869641	0.975994636736486	0.329067122126271	0.685268409325069
AANAT	0.348153642143126	1.40133941219973	1.42434146663322	0.983850744380935	0.325188904867939	NA
AAR2	5.83391642559783	-0.498851750651384	0.394773464988008	-1.26364053031411	0.206359079241411	0.570296888302173
AARD	0.151057977466836	0.594748268767987	2.72376466756936	0.218355233052762	0.827152342773443	NA
AARS2	4.57258143291352	-0.254542158502787	0.505581836122605	-0.50346381202085	0.614638216920863	0.848401270550319
AASDH	22.353234612078	-0.348855827079472	0.265245613654318	-1.31521808135957	0.188436620040598	0.548791065507845
AASDHPPT	25.0859644797634	-0.238376561763398	0.383534726326241	-0.621525367589873	0.534254008962819	0.807286166136226
AASS	1.51284691960738	-1.50937912171322	1.03993454149406	-1.4514174320479	0.146663658557822	0.492298480841324
AATF	14.6013360211631	-0.122118921126397	0.33840598831559	-0.360865130473138	0.718200271463688	0.897154083078529
AATK	28.4649269221404	0.0388402639503362	0.31412762557489	0.123644852563521	0.901596477735706	0.969473014756712
ABAT	72.8572705951153	-0.168989767798493	0.695632644194295	-0.24292961120912	0.808059926127325	0.933503744657295
ABCA1	31.5128033094579	0.584768250857716	0.34684951983834	1.68594222396579	0.0918069281267248	0.39787746254865
ABCA12	1.5990589825384	0.995941760959394	0.702557263827498	1.41759513741777	0.156309000625225	0.505188263938677
ABCA13	3.40997005788069	-2.36640258218183	1.05511474267119	-2.24279169504437	0.0249102502789493	0.209278406702326
ABCA2	15.6443945490943	-0.0982739836586497	0.298741110518776	-0.328960361324201	0.742185649136644	0.905864230121667
ABCA3	45.7133948879428	0.137354369109287	0.649619731686322	0.211438111266624	0.832545420410859	0.943544535499425
ABCA4	0.516639744401808	-1.45079994248554	1.47111894075685	-0.986188065622446	0.324040834569602	NA
ABCA5	73.4736147889907	0.908916240925477	0.210639984469163	4.31502235065222	1.59586756141463e-05	0.0014098039116406
ABCA6	18.7078010527228	0.782554343394455	0.53671245920581	1.45805138295546	0.144826380543216	0.489617239931478
ABCB1	8.74743422005557	-0.189889254981463	1.04912342876257	-0.180998012031278	0.856369136413437	0.952783179058972
ABCB10	23.8907103783777	-0.438971319349132	0.452984000961988	-0.969065835475209	0.332512342353203	0.687486954641969
ABCB11	0.28410481059731	0.395721101516598	1.6049900483772	0.246556732184546	0.805251293554963	NA
ABCB5	5.95270924041564	0.607579539041451	0.542730956486158	1.11948568951207	0.26293299260485	0.627824360032371
ABCB6	2.23240056598574	3.05577469668228	1.13359718498925	2.6956442174927	0.00702526589631194	0.100148686573219
ABCB7	15.5712476111588	0.192211233339846	0.300037194488851	0.64062468544042	0.52176655725789	0.800463073830319
ABCB8	11.2528130613792	0.82691827622433	0.38302981930044	2.15888746660665	0.0308588984557278	0.234274488862137
ABCB9	31.5587065407579	-0.338306622287244	0.290575480323081	-1.1642641764236	0.244316969476748	0.609650551449751
ABCC10	14.8855448887492	-0.761272618982533	0.461987786460672	-1.6478197937108	0.0993896559971896	0.412166265982824
ABCC11	0.443215388799261	0.698541510689013	1.20238873565249	0.580961456121712	0.561266431200452	NA
ABCC12	0.180662292503316	1.22293307552039	2.6414999093141	0.462969190802638	0.643386450908866	NA
ABCC2	2.54914253118069	-1.23004061094052	1.13931069944433	-1.07963579341478	0.280304395815998	0.64343101567133
ABCC3	1.28116680397154	-1.12395601755328	1.40230507610347	-0.80150606077557	0.422838736783177	0.745369093411613
ABCC4	11.0861734791807	-0.722234972430932	0.763926750862502	-0.945424376899358	0.344442261893139	0.696391803463198
ABCC5	91.1409845892369	-0.149218087654796	0.13381383056254	-1.11511707741642	0.264800254283163	0.629913456792321
ABCC8	37.7818072323414	-0.905265053209144	0.307157579520415	-2.9472333211591	0.00320631177142856	0.0614947394187968
ABCD1	0.792580745005839	0.292513100739623	1.3029135463143	0.224506914957702	0.822362886881332	0.940338656984037
ABCD2	30.5094112739318	0.560476509072473	0.291567041516491	1.92229034584066	0.0545692340875939	0.313774553548653
ABCD3	29.7884087305354	-0.255098616441674	0.233031857641286	-1.0946941719632	0.27365064274645	0.637199484221505
ABCD4	17.4095433615615	1.02302742786116	0.287047072550543	3.56397095002956	0.000365286399702416	0.0143421033903363
ABCE1	18.0235104198573	-0.440111135248736	0.297358656294042	-1.48006834821561	0.138855007459341	0.47961737025574
ABCF3	3.04762316883792	0.9532332111514	1.08487244031042	0.878659255901687	0.37958605652267	0.717165591462058
ABCG2	5.31316213052066	-4.14166882898801	1.36868422521636	-3.02602218443287	0.00247794121443502	0.0520635540568049
ABCG4	4.41913935685167	0.325233826467926	0.577965336007131	0.562722028824083	0.573624181432356	0.827031599861858
ABCG5	2.77269106600808	0.285323261520272	0.84063924774661	0.339412253573814	0.73429918887268	0.903564638603823
ABCG8	1.0058280750701	1.48105427627826	0.986538129091252	1.50126409978957	0.133287266541452	0.471676975242545
ABHD1	0.893304447951942	-1.06846639266572	1.06553377077985	-1.00275225616146	0.315980409933123	0.674349846308591
ABHD10	7.30069015489783	0.26329467292154	0.39970923764788	0.658715506478954	0.510078473573285	0.794836072716286
ABHD11	2.13039211063616	-1.38938704633833	0.816391417980511	-1.7018638556677	0.0887808927499183	0.392595369873643
ABHD12	49.4380859794891	-0.187175870194778	0.189453632218985	-0.987977205833805	0.323163811731109	0.67969539836134
ABHD12B	0.503061400222625	0.147095395983381	1.55257720710553	0.094742725392453	0.924519180635391	NA
ABHD13	7.58688201852374	0.579574894654086	0.34565750634519	1.67673168964916	0.0935949608660656	0.401994369083866
ABHD15	0.559538011006335	0.349746862766292	1.6827466808644	0.207842848090857	0.835351675150972	NA
ABHD16A	8.72607472569787	0.0276609826483837	1.33529821895887	0.0207152097229269	0.983472836019267	0.995373508488807
ABHD16B	0	NA	NA	NA	NA	NA
ABHD17A	9.25875159766716	0.769347949052923	0.603030438037207	1.27580284596754	0.202025221285268	0.56399715235995
ABHD17B	17.3132423761217	-0.348044764918224	0.286202529456554	-1.21607857756917	0.223954990279399	0.587320546982368
ABHD17C	13.8839797926557	0.310360351003817	0.285833249272227	1.08580912750368	0.2775634473371	0.640767799850414
ABHD2	74.9699404623951	0.0155487159266095	0.278305442810004	0.055869248440191	0.955445968741845	0.986923769643828
ABHD3	18.1770627873929	-0.323946353754179	0.333667637099678	-0.97086536941371	0.33161532519374	0.686606233502167
ABHD4	2.82576055737639	-0.0629257092929236	0.705931867603013	-0.089138502142689	0.928971838882827	0.978921074752634
ABHD5	12.0652403184868	0.332282332119457	0.401132475202571	0.828360585743289	0.407466320882392	0.735454175206151
ABHD6	38.297641835514	-0.421486492014403	0.184833420994463	-2.28035865887604	0.0225864254124581	0.198030305815545
ABHD8	14.3824943889075	-0.0775548824256933	0.302054498100902	-0.256757912606174	0.79736566191912	0.92869188947703
ABI1	74.6783871876036	0.333460531096347	0.257019428688653	1.297413712254	0.194488876975399	0.556815284204899
ABI2	114.082068330318	-0.65702658525116	0.210121428340614	-3.12688996281759	0.00176666036361909	0.0425641043391781
ABI3	0.119800200181343	0.311857949801683	3.5956394143704	0.0867322647969942	0.930884329445673	NA
ABI3BP	3.46004205105282	0.310604021681795	0.697106248015162	0.445561953527404	0.65591369847577	0.867358966802866
ABL1	55.0266290293338	-0.346884228776305	0.220172978007564	-1.57550772994672	0.115139295626095	0.441466189678901
ABL2	62.4012044791493	-0.470799633346403	0.182785876460663	-2.57568933914717	0.0100040484282853	0.123446781716651
ABLIM1	191.056478185559	-0.010305914254681	0.363100321173958	-0.0283831042103198	0.977356599659906	0.993129084630247
ABLIM2	132.959458579083	-0.873379570450416	0.329758741884025	-2.64854106811695	0.00808400265456728	0.108424388235694
ABLIM3	42.7365394096724	-0.330292708532955	0.371377553432358	-0.88937176057172	0.373803316556457	0.713057496215418
ABO	21.5282297948505	-5.57201667372509	1.13189014031354	-4.92275396283742	8.53347128457276e-07	0.000136313436506032
ABR	106.093789641031	-1.13609374360216	0.267906260753347	-4.24063902205005	2.22884336590288e-05	0.00184330088580096
ABRA	0.732906992485687	-1.83752655755489	1.41373750787815	-1.29976501812758	0.19368151849808	0.555477151797778
ABRACL	2.68802958956645	0.233557971016969	1.11347993479288	0.209754988589367	0.833858905378664	0.943723772552244
ABT1	2.34753664473324	-0.353098470821794	0.926142087893334	-0.381257342083411	0.703012303547129	0.890487342131552
ABTB1	9.9492847045328	-0.495308123834143	0.452139350193633	-1.0954767012029	0.273307847306432	0.637199484221505
ABTB2	26.0093418299899	-0.412422531797239	0.585672827136769	-0.704185874242255	0.481317026751482	0.778930500367756
ACAA1	8.9620423625455	0.360942002092342	0.518968205347419	0.695499258669829	0.486742475612589	0.781687708221559
ACAA2	2.24994319445282	-1.94452866862054	1.21690749034464	-1.59792645213305	0.110059346298015	0.431538170639034
ACACA	132.301395170551	0.133671634371077	0.145019279782682	0.921750780802319	0.35665858605108	0.703335681766071
ACACB	4.59684462724256	-0.457291100120303	0.510534925494082	-0.89570972970703	0.370407812542982	0.711126868144899
ACAD10	8.46590118362255	0.881401965398023	0.322851947343279	2.73005002029879	0.00633247165067729	0.0944913181516283
ACAD11	5.78854208482595	-4.87399529185635	2.50242678441006	-1.94770745031223	0.051449978136834	0.304547307133818
ACAD8	5.01655766508703	0.381738428562381	0.508085833817971	0.75132665221905	0.45245609307371	0.761107233804526
ACAD9	14.6449339133535	-0.257135349050943	0.47096712159649	-0.545973035610855	0.585084472472987	0.834271219553375
ACADL	6.44415646362074	1.08222487293037	0.707773391833528	1.52905560652231	0.126250659400552	0.462522444005603
ACADM	20.2041479455739	1.19180129061355	0.290266032482522	4.10589306788871	4.02755776423011e-05	0.0027562919930418
ACADS	2.89468014616946	0.0190272951614499	0.812560142302042	0.0234164761115949	0.981318062573089	0.994531451559489
