genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
A1BG	0.239028532063852	1.55055983658919	3.58642435416008	0.432341430759752	0.665493279449137	NA
A1CF	0.118384493882482	1.55055983658919	3.58642435416008	0.432341430759752	0.665493279449138	NA
A2ML1	0.059855852443101	0.509765260941093	3.5956394143704	0.141773187518124	0.887259163372812	NA
A3GALT2	0.23494718081611	0.177317624231868	1.43875217639837	0.123244035450044	0.90191385609435	NA
A4GALT	3.39385183024821	0.327522521566527	0.732254234170091	0.44727979202159	0.654673055762884	0.904290109491158
A4GNT	0	NA	NA	NA	NA	NA
AAAS	1.55812554825876	0.169456665446153	0.748348840846585	0.226440740196045	0.820858644596572	NA
AACS	1.03323610922293	-0.0596767231800851	0.940301952991909	-0.0634654889210876	0.949395839672912	NA
AADAC	0	NA	NA	NA	NA	NA
AADACL2	0	NA	NA	NA	NA	NA
AADACL3	0	NA	NA	NA	NA	NA
AADACL4	0	NA	NA	NA	NA	NA
AADAT	0.152064994716928	0.50747126530232	2.50681624528729	0.202436563212938	0.839575446757178	NA
AAGAB	3.86670244792507	0.686686309661634	0.48949134488413	1.4028568979584	0.160659516045045	0.584895743402891
AAK1	49.9504425488005	-0.896877412390499	0.3058082347156	-2.93280988075612	0.00335909519151604	0.101927082287059
AAMDC	4.77486872762013	-0.59456543238109	0.494116450509332	-1.20329009845395	0.228864079365086	0.662264711634764
AAMP	1.55396345900235	0.431579082786217	0.745696042702677	0.578760055131868	0.562751087409833	NA
AANAT	0.236768987764964	2.74791538372163	3.55388736600094	0.77321397690039	0.439395755697799	NA
AAR2	1.35469324773824	-0.0832719759250677	0.8283517700855	-0.100527310898935	0.919925701693394	NA
AARD	0	NA	NA	NA	NA	NA
AARS2	0.459015569882331	0.866878894022845	1.27036993941211	0.682383034365574	0.494996780676968	NA
AASDH	2.87707226224738	0.463556442451203	0.58092177456812	0.797967063286325	0.424889603857586	0.810254593402838
AASDHPPT	4.31862275385644	-0.19483674591601	0.561462860060288	-0.347016267282736	0.728579097753774	0.932472924362095
AASS	4.01571636072162	0.759071873508236	0.532862719623538	1.42451675742021	0.154296937701316	0.573864636547875
AATF	4.4216944459794	-1.0283779993403	0.547738714203756	-1.87749737725815	0.0604499564692018	0.411035834313783
AATK	2.18160357981373	-0.631620880415983	0.666321931001412	-0.947921494144314	0.343169421718558	0.757197533424789
ABAT	2.48268768924413	0.0805159265314266	0.766573577285842	0.105033527005332	0.916349205144922	0.981466851972978
ABCA1	7.26058696388802	1.40468775635116	0.612713840060787	2.29256736915197	0.0218729248106668	0.27392855653795
ABCA12	0.351041646374974	0.0479081729373779	1.75435430658519	0.0273081513566265	0.978213955451924	NA
ABCA13	1.06026250513494	-2.30088462062464	1.68550262486171	-1.36510295901403	0.172220692162403	NA
ABCA2	3.63042073961781	-0.54869982506572	0.602021560352342	-0.911428861027145	0.362069452599019	0.774273328004361
ABCA3	6.02394133052477	-0.295695388090813	0.65579667170008	-0.450894920409181	0.65206528470386	0.90216246092723
ABCA4	0.297653843837629	-0.574733777467144	2.02650391690555	-0.283608520404321	0.77671040678386	NA
ABCA5	7.01477819765194	-0.576850431652444	0.520234248943888	-1.10882824962695	0.267504281239555	0.694662404234565
ABCA6	1.33644273262623	-0.655469010150033	1.35228134998943	-0.484713488176966	0.627879597275521	NA
ABCB1	277.888272678312	0.454123843796185	0.30326841132576	1.49743206623779	0.134280869778121	0.546216544821623
ABCB10	4.72006563939904	0.308357844463786	0.435180678877192	0.708574298977103	0.478588690029164	0.831614252502745
ABCB11	0	NA	NA	NA	NA	NA
ABCB5	0.207283669664924	0.394760059780483	1.76785834692026	0.223298467588302	0.823303219846513	NA
ABCB6	0.48280176875294	2.2402070064494	1.40864177504701	1.59033122979378	0.111760162715215	NA
ABCB7	5.23387281706572	0.701420922223841	0.416222776605264	1.68520552369736	0.0919489257279925	0.476694040774658
ABCB8	1.33446202770333	0.520740134820805	0.91597289674663	0.568510418452751	0.569688433384776	NA
ABCB9	4.75408068222837	0.190918000813199	0.73330564665921	0.260352557876763	0.794591834646461	0.951520959152438
ABCC10	1.99179277877607	-0.817056645622479	0.820156263680367	-0.996220698182589	0.319142924749985	0.738262660793925
ABCC11	0	NA	NA	NA	NA	NA
ABCC12	0.0637703188355569	0.341844830714033	3.5929939849184	0.0951420548291835	0.924201994638041	NA
ABCC2	0.954269219753974	-2.28593716521508	1.50470674950271	-1.51919114204184	0.128714390318651	NA
ABCC3	1.02242214826479	-0.919496587379556	1.20843001204725	-0.760901813272414	0.446715715429427	NA
