genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DEG	HARs.Intron	HARs.Flanking	HARs.FlankingandIntron	HARs.Intron.Simp	HARs.Flanking.Simp	HARs.FlankingandIntron.Simp	hCONDELs.Intron	hCONDELs.Flanking	hCONDELs.FlankingandIntron	hCONDELs.Intron.Simp	hCONDELs.Flanking.Simp	hCONDELs.FlankingandIntron.Simp	HARorhCONDEL	HARandhCONDEL
ADGRL3	15.6591932551369	-2.8314904127399	0.687181885690692	-4.12043808444389	3.78152681812403e-05	0.00399115493521569	TRUE	HARsv2_2069,HARsv2_2070	NA	HARsv2_2069,HARsv2_2070	TRUE	FALSE	TRUE	1007	1006	1006,1007	TRUE	TRUE	TRUE	TRUE	TRUE
AFF3	16.8359845795393	2.50115063912457	0.54816111784547	4.56280198959617	5.04754148444947e-06	0.00102107557945842	TRUE	HARsv2_1411,HARsv2_1412	NA	HARsv2_1411,HARsv2_1412	TRUE	FALSE	TRUE	894	NA	894	TRUE	FALSE	TRUE	TRUE	TRUE
AHR	3.9427352087827	4.91846112167784	1.24156152787749	3.96151218545422	7.44765804242581e-05	0.00623420341309954	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
APMAP	3.26887163270085	2.30674092277499	0.576297282402063	4.00269269561757	6.26256239104757e-05	0.00533416498395367	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
APOO	5.87879121779799	3.37208374664185	0.524108006767985	6.43394816163268	1.24331277582191e-10	3.01814176330769e-07	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
APP	69.6524740842548	-2.80141561327618	0.564192359664888	-4.96535545951054	6.85753507949601e-07	0.000277444440091276	TRUE	NA	HARsv2_1705	HARsv2_1705	FALSE	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
CACNA1D	7.96799995801333	2.60210268434812	0.428269286155604	6.0758564026529	1.23327736139686e-09	1.99585386319391e-06	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCL8	4.83394887463952	6.54630380522968	1.39896423676801	4.67939324907508	2.87725117680774e-06	0.000698452723170078	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CD74	25.4164028628881	2.78628136524038	0.714290211249513	3.90076935307054	9.58874737946819e-05	0.00750860782698678	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CDH20	11.3717430290656	-5.18470153750515	1.17196599308107	-4.42393513814738	9.69191292266331e-06	0.00162255990481139	TRUE	HARsv2_1253,HARsv2_1254	NA	HARsv2_1253,HARsv2_1254	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
CEP112	11.1045198609656	-3.43063121442478	0.775140284250161	-4.42581979563019	9.60767057348212e-06	0.00162255990481139	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CTNND1	18.3970575818543	-5.91917130457875	1.02543040864534	-5.77237738872828	7.81608162060229e-09	6.32451271133735e-06	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CTNND2	29.6059106352698	-2.53045389159334	0.563902099386257	-4.48739930982249	7.20978677235261e-06	0.00134628902999123	TRUE	HARsv2_2221	NA	HARsv2_2221	TRUE	FALSE	TRUE	194	NA	194	TRUE	FALSE	TRUE	TRUE	TRUE
DCC	53.5243329383839	-4.36704094054233	1.04707738505181	-4.17069550244012	3.036714051171e-05	0.00346250120051666	TRUE	HARsv2_1238,HARsv2_1239,HARsv2_1240,HARsv2_1241	NA	HARsv2_1238,HARsv2_1239,HARsv2_1240,HARsv2_1241	TRUE	FALSE	TRUE	827	533,534	533,534,827	TRUE	TRUE	TRUE	TRUE	TRUE
DLEU7	5.02773776024406	4.13561208427494	0.941041420465166	4.39471844101258	1.10916420627341e-05	0.00176537443427154	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
DNAJC1	11.9641138305676	-1.98612526598662	0.509878815608451	-3.89528885136467	9.80817733772716e-05	0.0075585239642326	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
DNAJC10	5.02308585908152	1.94617871436103	0.483052118977897	4.02892076838209	5.60334978726258e-05	0.00503782652169627	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
DNM2	30.0319235451379	-1.47732545042446	0.324679144552001	-4.5501088542749	5.36181704318412e-06	0.00104126486978636	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
DNM3	45.1518542879253	-2.779571098304	0.69306600964504	-4.01054309347472	6.05792419911496e-05	0.00525200392619699	TRUE	HARsv2_0146	NA	HARsv2_0146	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
DSCAM	22.5436632841101	2.63297258085908	0.504306171586098	5.22098028778449	1.77978487071046e-07	8.6408555472993e-05	TRUE	HARsv2_1721	NA	HARsv2_1721	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
EEF1A1	10.9721558898548	2.86702546007342	0.755672125860126	3.79400716522406	0.000148235393105955	0.00982261900209214	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ENOX1	20.6040407279414	-4.48709353028863	0.949522327284094	-4.72563245892596	2.29400241563334e-06	0.000597583480301336	TRUE	HARsv2_0598,HARsv2_0599	NA	HARsv2_0598,HARsv2_0599	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
FAM149A	45.4170305496722	-2.0361649467349	0.429417987246154	-4.7416852745102	2.11947703558599e-06	0.000597583480301336	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
FAM177B	7.87890735653707	7.44130360448831	1.69459110572698	4.39120893491057	1.12722157492107e-05	0.00176537443427154	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
FBXL13	6.29416956365074	2.60294746607586	0.642804776257932	4.04935924905356	5.13580549939974e-05	0.00479506455761265	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	271	NA	271	TRUE	FALSE	TRUE	TRUE	FALSE
FGF13	3.80923193666958	3.15349365067888	0.594412291744915	5.30522954264909	1.1253129977942e-07	6.82924325536353e-05	TRUE	HARsv2_3155,HARsv2_3156,HARsv2_3157,HARsv2_3158	NA	HARsv2_3155,HARsv2_3156,HARsv2_3157,HARsv2_3158	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
FGF14	15.6880301919618	-2.40206959002401	0.584090354732511	-4.11249658646402	3.9140325986413e-05	0.00404311239710713	TRUE	HARsv2_0687	NA	HARsv2_0687	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
FNDC3B	40.8976473263152	-1.91503112011249	0.453342654726852	-4.22424649466601	2.39741540782027e-05	0.00298447482178652	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
FRMD5	29.7954987881468	-4.36723656465342	0.976885622600421	-4.47057103064743	7.80110290518332e-06	0.00140275387424685	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	466,764	NA	466,764	TRUE	FALSE	TRUE	TRUE	FALSE
GGTA1P	3.75588303271447	4.45203011412175	1.04493085993018	4.26059779153161	2.03880849599998e-05	0.00272303743620987	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
GRM3	26.6702132417643	-4.29117621554347	1.0537056866417	-4.07246185528334	4.65188203716508e-05	0.0045169774580873	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	266,1145	266,1145	FALSE	TRUE	TRUE	TRUE	FALSE
HACE1	6.11018390219685	1.62251487689869	0.426081421452765	3.80799254604102	0.000140099495111919	0.0095800429403995	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	1108	1108	FALSE	TRUE	TRUE	TRUE	FALSE
