genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DEG	HARs.Intron	HARs.Flanking	HARs.FlankingandIntron	HARs.Intron.Simp	HARs.Flanking.Simp	HARs.FlankingandIntron.Simp	hCONDELs.Intron	hCONDELs.Flanking	hCONDELs.FlankingandIntron	hCONDELs.Intron.Simp	hCONDELs.Flanking.Simp	hCONDELs.FlankingandIntron.Simp	HARorhCONDEL	HARandhCONDEL
AAGAB	21.3919054804367	0.802856290896753	0.209957420467077	3.823900527596	0.000131356927718253	0.00316683548723424	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AAMDC	19.0883382284	-1.33694917556465	0.375971258164844	-3.55598771589733	0.000376561672820541	0.00691547223041497	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ABCA4	3.92518269905109	2.05763158617947	0.415804890919986	4.94855070518019	7.47681138510842e-07	4.93385067672691e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ABCB8	14.6991935030421	1.43490134699826	0.222180004032264	6.45828301807885	1.05897559259327e-10	2.06147248691491e-08	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ABO	13.3336290847721	-6.62240451156002	1.5362597626877	-4.31073225531473	1.62714826005582e-05	0.000581195464142263	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ABTB2	10.989581431895	-3.0979894318895	0.862720944119856	-3.59095192136555	0.000329472415271398	0.00621686237539569	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ACADM	30.4525956922909	1.15822123935902	0.231957579042499	4.99324593807221	5.93728729164924e-07	4.28071083743599e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ACAP2	163.316039209043	-0.596471161322197	0.155315259995086	-3.84038993554831	0.000122839037717332	0.00300966989287133	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ACO2	59.835271756996	-0.665738890613097	0.17911581904558	-3.71680677988406	0.000201756621500246	0.00434781796886139	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS12	79.7051455732271	-4.12757065386192	1.04643148184595	-3.94442514915615	7.99916334567979e-05	0.00212341426994409	TRUE	HARsv2_2241	NA	HARsv2_2241	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
AEBP2	131.28656661938	-1.91041993868684	0.498805538085842	-3.82998943038614	0.000128148763210763	0.003114051079457	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AGPAT5	40.2795970002182	0.792078144514103	0.182448745102453	4.34137348584841	1.41594800225356e-05	0.000523694578415494	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AHCY	3.30414261667567	2.56131352763467	0.549934072759787	4.65749196950278	3.20084905339508e-06	0.000160454579157315	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AHI1	322.940031537896	0.777232471516995	0.218386660839013	3.55897410826728	0.000372306228705611	0.00685889077489202	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AK3	34.0103885821284	0.761803176776767	0.206774688293759	3.68421871682134	0.000229405199009191	0.00481915957630817	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AKAP8L	65.735824493977	-0.881548299754262	0.247533412216858	-3.56133053659019	0.000368980225321782	0.00680835550040824	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ALDH3A2	20.6098229991556	-0.93881969802832	0.265486266515558	-3.53622697832961	0.000405885799144366	0.00730469358090324	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ALG12	10.5301596130063	2.15957166119746	0.438284158886557	4.92733222821413	8.33599469366343e-07	5.23464613021445e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ALK	613.253792860781	0.982408903712927	0.273912852713536	3.58657468600187	0.000335050133173628	0.00629161664866234	TRUE	HARsv2_1344	NA	HARsv2_1344	TRUE	FALSE	TRUE	877,878	NA	877,878	TRUE	FALSE	TRUE	TRUE	TRUE
AMH	4.9163757806751	2.26345384108517	0.489557235155224	4.62347132989976	3.77370920674666e-06	0.000184460210050349	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANKRD13A	20.8898491189001	-0.943983733238481	0.26828425069168	-3.51859541066886	0.000433837783144606	0.00764287376640875	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANKRD23	16.5738482938963	-2.72901598215054	0.594105604714137	-4.59348634400386	4.35901557400111e-06	0.000210385545059227	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANKRD7	22.5635514717862	-3.33101395967795	0.716888052157444	-4.64649110785625	3.37628679780052e-06	0.000167808637439617	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANKUB1	6.4172472093227	-4.99280344308005	1.31079319495202	-3.80899402156479	0.000139533331185144	0.00328045080644138	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANP32A	34.8440751461868	-1.3677601810312	0.276803734925993	-4.94126346018014	7.76179415466517e-07	5.03654198480496e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AP1S3	6.16390698963577	2.76042828550853	0.39361721554102	7.01297650742834	2.33300637364658e-12	6.33709638237024e-10	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AP3S2	17.3611749584686	-6.99314984010409	1.2877881906519	-5.43035717431453	5.62413751512308e-08	5.71216749362066e-06	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
APIP	17.8206869761412	1.1550319063344	0.245995755195339	4.69533267115614	2.66173179303009e-06	0.000138173454855962	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
APOO	45.2527235668258	1.59123533059764	0.2440005761158	6.5214408749693	6.96351709938446e-11	1.45239070930019e-08	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGAP10	35.6548735834497	-3.81253684676288	0.794636032221538	-4.79784038499272	1.60385504089825e-06	9.27377568202551e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	177	NA	177	TRUE	FALSE	TRUE	TRUE	FALSE
ARHGAP27	3.65762819301407	2.00047396980177	0.572035625021211	3.49711430949356	0.000470320255751106	0.00806657942316141	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGAP35	82.9513523444619	-0.866749198155313	0.22413084951481	-3.86715706486465	0.000110111513454541	0.00277775912991154	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF40	22.7757734813676	-0.988772852057405	0.286359740659882	-3.45290455208158	0.0005545851970243	0.00904219466702955	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARL6IP5	46.5206792585879	1.17082210243697	0.32817860279826	3.56763692834876	0.000360215152137228	0.00665714078633358	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARSB	27.4502587093515	0.650910536623666	0.176768137637324	3.68228429242799	0.000231153430802956	0.00484716709475498	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARVCF	7.70773780770932	-1.93294226599495	0.508844456323873	-3.79868983924757	0.000145462989908428	0.00337774895055753	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ASH1L	201.590942416862	-0.598412117119964	0.1467903462191	-4.07664490569953	4.5690186257056e-05	0.00136868406305723	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ASIC2	66.8265899572721	-2.04300421698677	0.463937953208668	-4.40361518788671	1.06461715342159e-05	0.00042294994394436	TRUE	HARsv2_1102	NA	HARsv2_1102	TRUE	FALSE	TRUE	802,803	NA	802,803	TRUE	FALSE	TRUE	TRUE	TRUE
