genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
A1BG	0.827804723824209	4.57144120471568	1.30720889723629	3.49710074218486	0.000470344176507	0.0258935407403767
A1CF	0	NA	NA	NA	NA	NA
A2ML1	0.328065451300025	-0.215912278057534	2.51224517586008	-0.0859439517019333	0.93151097233689	NA
A3GALT2	0.091389681054671	0.917608837535544	3.49086011213476	0.262860386282967	0.79265819001543	NA
A4GALT	0.0406674125852626	2.05067757712037	3.58185870911137	0.572517718776552	0.566971285323309	NA
A4GNT	0.0677417002412622	1.08733390189381	3.5956394143704	0.302403488388783	0.762344495810607	NA
AAAS	3.39780598002621	-0.22350404883101	0.73252270453786	-0.305115523991868	0.760278168163216	0.940379914812512
AACS	2.51463894409316	-0.0233287385349444	0.664710737209264	-0.0350960759756768	0.972003130404118	0.994722089445209
AADAC	0.104150995988071	0.9176077666676	3.5956394143704	0.255200163564864	0.798568504744109	NA
AADACL2	0	NA	NA	NA	NA	NA
AADACL3	0.0703861220462329	1.08733390189381	3.5956394143704	0.302403488388783	0.762344495810607	NA
AADACL4	0.0655182119660039	1.25706003712002	3.5956394143704	0.349606813212702	0.726633797038737	NA
AADAT	2.80952701348647	-0.348285898088266	0.671312457855477	-0.518813399055447	0.603890873198096	0.882850968427079
AAGAB	6.01336304256766	0.539986534208429	0.434799316730915	1.24192130353004	0.214265599133984	0.649685585197967
AAK1	32.0766614846824	-0.863595818691141	0.292886684286283	-2.94856633989894	0.00319251611363813	0.0916058638789075
AAMDC	8.16319080021347	-0.999361537629511	0.451495141149745	-2.21344915270762	0.0268666951193484	0.275325471953582
AAMP	1.60211566636632	0.187061290378802	0.853101669334828	0.219271977892924	0.826438189151788	0.959213862440446
AANAT	0.0525001377576526	1.08733390189381	3.5956394143704	0.302403488388783	0.762344495810607	NA
AAR2	2.89357364396089	0.146002231692419	0.647911070168778	0.225343011432706	0.82171244171008	0.958387482718133
AARD	0	NA	NA	NA	NA	NA
AARS2	0.946342360404083	0.0536052922561756	1.07531501825772	0.0498507798607982	0.960241300479066	0.991049624074812
AASDH	5.42912646394255	0.355550365146682	0.454330589647489	0.782580731406507	0.433873360258659	0.80908333258482
AASDHPPT	10.715639262296	-0.0320964690450328	0.483959283073487	-0.0663205979668317	0.947122584519446	0.987328278640958
AASS	11.2206483219315	1.36891328676453	0.343349089676275	3.98694310812125	6.69300665528669e-05	0.00641256459200325
AATF	7.89232525856339	0.208934001319578	0.429321256568675	0.486661207948264	0.626498439981137	0.889377453491581
AATK	35.9603046858482	0.648813026959426	0.420401904387916	1.54331609868434	0.122754099460611	0.536311799390366
ABAT	5.11088640102382	-0.76280174162294	0.834470377637546	-0.914114823083946	0.360656514420103	0.760894659025977
ABCA1	4.58639827783296	0.336694777373322	0.586435899680164	0.574137390901463	0.565874832713821	0.866742106430823
ABCA12	0.270879695732713	0.189671627047269	2.10412761654289	0.0901426441799678	0.928173861981648	NA
ABCA13	0.490553756158019	0.118384565551924	1.41988060324299	0.0833764228355081	0.933552235077307	NA
ABCA2	94.1861131369631	-0.313782352433558	0.281492236265294	-1.11471050355304	0.264974498504689	0.694256648129746
ABCA3	9.85732020915585	0.126363783876066	0.64177315804055	0.19689789498501	0.843907440993781	0.964742189879284
ABCA4	0.154492848473392	0.744269396440913	3.12545344017182	0.238131653754534	0.811778984639547	NA
ABCA5	10.2392024438551	-0.149426041236105	0.555815750038522	-0.268840962541542	0.788052069806148	0.946830722150512
ABCA6	7.88079386772811	-0.215385590239246	1.17685193329216	-0.183018427506611	0.854783559763763	0.966732969155791
ABCB1	0.379794092042509	0.386188821491671	1.86306169491574	0.207287188902855	0.835785578647732	NA
ABCB10	7.74860064383525	0.097431173079237	0.434123676806628	0.224431834255002	0.822421302247123	0.958653686569713
ABCB11	0.103356863948661	0.9176077666676	3.5956394143704	0.255200163564864	0.798568504744109	NA
ABCB5	0.243286413397618	0.114665854475393	1.82372475822169	0.0628745395698878	0.949866409200094	NA
ABCB6	0.106185624551267	1.88095206269937	3.58185861799724	0.525132972375967	0.59949075621916	NA
ABCB7	7.16589405215958	-0.151146247212899	0.45687133224377	-0.330828915157787	0.740773718431497	0.935625858079532
ABCB8	3.49274824759758	-0.0313777056905078	0.597779968700919	-0.052490393344389	0.958137949784416	0.990943651648473
ABCB9	4.45199498793773	-0.644816369634735	0.58085622886667	-1.11011354891185	0.266950099489388	0.697156095613109
ABCC10	2.96904193531087	-2.71145324446459	0.981215498351949	-2.763361615281	0.00572093457416337	0.126865408624714
ABCC11	0.434220584245067	1.9073460442049	1.48599609501402	1.28354714430586	0.199300453880796	NA
ABCC12	0.0289649898280467	1.25706003712002	3.5956394143704	0.349606813212702	0.726633797038737	NA
ABCC2	1.47892897167304	-0.768975041905847	1.1815802522929	-0.650802212049179	0.51517417210739	0.845035852614841
ABCC3	0.175581688657973	1.40409822195976	2.09889797719242	0.668969257780669	0.50351508866339	NA
ABCC4	0.868106764524722	-0.417907697856387	1.02850267306319	-0.406326311833231	0.684502854934329	0.913972458841426
ABCC5	12.859210497975	0.0118282253370519	0.383832689202052	0.0308160968823201	0.975416203060959	0.994739922017978
ABCC8	1.15500853720731	-0.827654087076864	1.04136665718842	-0.7947768265516	0.426743333218037	0.806007129411991
ABCD1	0.697725928283888	1.38233023813425	1.56314986571846	0.884323549808133	0.376521579126384	NA
ABCD2	0.819258951071747	0.21841455209729	1.07272529680863	0.203607160889257	0.838660496787166	0.962589655652855
ABCD3	15.9073962023644	0.0596137075420078	0.481415761305735	0.123829987161863	0.90144988821707	0.975640036238679
ABCD4	7.8669389768205	-0.0657550348942067	0.654935552089262	-0.100399244909589	0.920027369213705	0.980613327382132
ABCE1	6.41244936924065	-0.317811293616266	0.452911040601436	-0.70170798484893	0.482861292373526	0.832505118377609
ABCF3	0.767479900592678	2.29928024924515	1.06384364825497	2.16129527399696	0.0306725377666099	0.291279976092869
ABCG2	0.455173965111811	-0.750452739015795	1.46995761176233	-0.51052678867119	0.609682451797348	NA
ABCG4	0.832103380990152	3.20483065276536	2.41050503885186	1.32952663492122	0.183674284457309	0.620925312219301
ABCG5	0.754107627202407	-0.0225571326136068	1.96963528839744	-0.0114524413461134	0.990862473610782	0.99824158199129
ABCG8	0.0695269688353499	1.91543006410818	3.58051745316347	0.534959007786947	0.592678203378483	NA
ABHD1	0.859063838870516	0.149952377061897	1.20426817764236	0.124517428796852	0.900905601585444	0.975640036238679
ABHD10	2.09273095953147	-0.425220382315853	0.755855724527206	-0.562568184003411	0.573728961999346	0.870030891180718
ABHD11	0.825926935163291	0.234469301517372	1.27137839763443	0.184421335106554	0.853682933871714	0.966732969155791
ABHD12	20.1345738755826	-0.918136174786231	0.414077940974936	-2.2173027923789	0.0266024072124248	0.274065636598222
ABHD12B	1.0155373435932	2.60489295698855	1.26498097707451	2.05923488510699	0.0394717428178824	0.328030619241199
ABHD13	2.2330758731798	0.891775312935485	0.599080109535573	1.48857439721512	0.136599477719395	0.556087899623798
ABHD15	0.23318134635286	1.07339336841446	1.78398269721389	0.601683732746297	0.547384680293841	NA
ABHD16A	2.18621968033672	0.0997266745430137	1.40163484062234	0.0711502537270935	0.943278172791488	0.987197698796194
ABHD16B	0.0655182119660039	1.25706003712002	3.5956394143704	0.349606813212702	0.726633797038737	NA
ABHD17A	5.64970872593992	0.992963844415248	0.661075740041759	1.50204248056739	0.133086138201166	0.54870085533171
ABHD17B	34.6308568638083	-0.067189650613023	0.294877156328044	-0.227856411292424	0.819757870097462	0.958070509991715
ABHD17C	0.964522624980292	-0.466126784166462	1.18896775150791	-0.39204325228779	0.695026255937781	0.915381752455368
ABHD2	13.8166977603195	0.280390555888027	0.356452321594545	0.786614475208731	0.431507583008183	0.80835250659637
ABHD3	6.52030169212376	-2.32961625782987	1.22132991083471	-1.90744223748497	0.0564633442553825	0.379460471795292
ABHD4	0.649720953052023	-0.459513922665739	1.13441752282027	-0.405065959774092	0.685429027235477	NA
ABHD5	2.8009789373366	1.03843995276061	0.689550770417024	1.50596590898244	0.132075925387666	0.546643338052963
ABHD6	23.7716788045596	-0.579907233187939	0.311407465877348	-1.86221364845615	0.0625729813664326	0.395002373705834
ABHD8	1.36871861049817	-2.10545273724671	1.0937026368017	-1.92506872197334	0.0542207613663205	0.37377540983706
ABI1	8.81108228057191	0.0505273388563316	0.378289899593976	0.133567771464592	0.893744370425974	0.974146022417663
ABI2	24.2704375164919	-0.610862067498678	0.322455437944421	-1.89440770914822	0.0581709139591853	0.38384695768608
ABI3	0.0316094116330174	1.25706003712002	3.5956394143704	0.349606813212702	0.726633797038737	NA
ABI3BP	0.936328372410687	0.467020245922242	1.13480107295441	0.411543711979733	0.680673895789808	0.91200965891989
ABL1	29.777176781552	-0.335041433511797	0.233432366921873	-1.43528268135983	0.151206560844431	0.57709589868437
ABL2	13.1262369969896	-0.501733161609575	0.334684096103695	-1.49912459973635	0.133841310927675	0.551018857901807
ABLIM1	4.06646126594704	-2.63879183544166	1.05457658205328	-2.50222874312634	0.0123414158244088	0.178503245009597
ABLIM2	4.68147526866046	-1.71859804656361	0.725235292589979	-2.36971099465679	0.0178019944023825	0.220951857419901
ABLIM3	4.7943299730159	-2.04829109228796	1.08509084169907	-1.88766784639033	0.059070555526962	0.385732203448643
ABO	8.89427667416987	-4.91349747254062	1.81537522507822	-2.70660159104513	0.0067975780571185	0.137535015780577
ABR	4.02401304196119	-1.7246179513997	0.945718045871655	-1.82360689734977	0.068211523089398	0.411136163038516
ABRA	0	NA	NA	NA	NA	NA
ABRACL	0.246287803878771	0.243949268472147	1.8059534162638	0.135080598577584	0.892548149665338	NA
ABT1	0.710128719124603	0.398195420691269	1.06212809806523	0.374903386339767	0.70773232051946	NA
ABTB1	4.40261027392049	0.30295873802764	0.724703025213798	0.418045361323368	0.675913952162562	0.91085223529517
ABTB2	39.6684108324802	-1.08246567964956	0.38626862492022	-2.8023650118441	0.00507294411427949	0.119906489372
ACAA1	2.91238665692637	0.619053538284355	0.561563667650767	1.10237462632526	0.270298837937609	0.699114912983126
ACAA2	1.26627649722147	0.492546376350126	0.840979631405803	0.585681695437467	0.558089437077857	0.865609972103231
ACACA	33.0979317645423	0.188818708498958	0.244078413565865	0.773598556875266	0.439168225769559	0.812362557103332
ACACB	16.9446928274909	-1.0307030367929	0.601138299805559	-1.71458554067555	0.0864212416011191	0.462113186872572
ACAD10	5.78429852518804	-0.887252600310056	0.640118695644288	-1.3860751237972	0.16572396546615	0.596683048145815
ACAD11	0.938649327250291	-1.67849118405877	2.19059313954233	-0.766226805772546	0.44354136116463	0.814702789976484
ACAD8	1.84080274385092	0.467673278552109	0.80040652599992	0.584294684464075	0.559022067808417	0.865631541706999
ACAD9	2.87286690675212	-0.734934264891951	0.72539117621994	-1.01315578267955	0.310985757115601	0.727451614161962
ACADL	0.566503580679942	-0.974321353135116	2.17874492045097	-0.447193861011248	0.654735093510147	NA
ACADM	4.6273556251036	0.267353823298215	0.473316631841837	0.56485195176398	0.57217446723198	0.86961587718714
ACADS	0.998219596780538	0.561547090699337	0.910768886497059	0.616563761701526	0.537522503145774	0.858875092756338
ACADSB	11.4810671846904	-0.0711234777147965	0.426310019750281	-0.166835106893473	0.867499794489225	0.969440736415738
ACADVL	4.06317954203514	-0.174290162097763	0.577269103172682	-0.301921861294604	0.762711630083974	0.940627309080176
ACAN	0.100164106703617	0.917609587594905	3.41555668548899	0.268655938721021	0.78819446131346	NA
ACAP1	0.187157082178233	2.21398376707971	2.40831304332135	0.91930896326765	0.357933990878674	NA
ACAP2	26.6826660805584	-0.302746297079364	0.2881695927797	-1.05058376964431	0.293449798577109	0.714712185538603
ACAP3	10.8064833358152	-0.547098823368852	0.405751405340298	-1.34835965117609	0.177542734866691	0.612888135782974
ACAT1	8.13027583485996	-0.471931928074168	0.455313630089009	-1.036498573482	0.299969604589059	0.719820624899594
