genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
A1BG	0.607573560083449	1.98529098833475	1.47046939454433	1.35010697652089	0.176981670851837	NA
A1CF	0.0568485249745867	0.0601959093698097	3.84397591603587	0.0156598039854233	0.987505794834785	NA
A2ML1	1.83103530138448	0.864045685095424	0.810569375172504	1.06597376061924	0.286435503502927	0.698095972155738
A3GALT2	1.39523226321737	-1.07909900476887	1.27052421212614	-0.849333680121737	0.395695644856026	0.775811112047014
A4GALT	0.221039926142282	0.792518336492029	1.58410328025825	0.500294612332869	0.61686764715875	NA
A4GNT	0	NA	NA	NA	NA	NA
AAAS	4.43625297435224	-0.577566869434832	0.652936244018324	-0.884568554320632	0.376389372920952	0.763076716433291
AACS	15.29618845181	-0.237538867603952	0.420695495391901	-0.564633732012443	0.572322916607853	0.876223865939266
AADAC	0.116146763504647	-0.347485760595609	3.84270755008305	-0.0904273239810038	0.927947644239028	NA
AADACL2	0	NA	NA	NA	NA	NA
AADACL3	0	NA	NA	NA	NA	NA
AADACL4	0.140179967746185	-0.359267433439011	3.84266261025311	-0.0934943995552464	0.925510798715691	NA
AADAT	6.55896021218459	-0.154606126140693	0.453176434716599	-0.341161001095254	0.732982380551741	0.93437310341928
AAGAB	18.2676074917895	0.538562996293886	0.363079049048654	1.48332160091594	0.137988985919206	0.544432659397374
AAK1	174.347449709891	-0.385670070397912	0.159652130501049	-2.41569009563187	0.0157054220631645	0.196326854068205
AAMDC	5.6392931512295	-1.174919130289	0.557121949620665	-2.10890834778451	0.0349524935169861	0.300908688215901
AAMP	5.38546263054546	0.845063139016291	0.619148778554672	1.36487895686234	0.172291097152951	0.592175344410318
AANAT	0.187191258566116	0.0770837602554988	2.49045430576949	0.0309516862352879	0.975308069991457	NA
AAR2	4.45568639545936	-0.713945740203446	0.626286848877164	-1.13996604189189	0.254300448876346	0.672533463262974
AARD	0.0601833797731264	1.1403792519202	3.82959480156556	0.297780655920571	0.765870579493566	NA
AARS2	3.21606315187736	0.766141354590449	0.588138947361224	1.30265366377768	0.192693027978416	0.616082114586224
AASDH	15.324344950606	0.00266123178248641	0.289319934520554	0.00919823166314641	0.992660976458797	0.997365093704606
AASDHPPT	18.9399759606505	-0.630022829508185	0.556691427640306	-1.13172719791773	0.2577491433144	0.676075788770693
AASS	0.897001153866965	-0.731575997529912	1.40937448003905	-0.519078504606981	0.60370599739794	0.890528420940478
AATF	10.8382706552462	0.148855743181942	0.388124768069916	0.383525493418466	0.701330171648831	0.922179999632933
AATK	18.0981124447905	-0.29984924826755	0.3216665682243	-0.932174114092151	0.35124655093219	0.744419630582079
ABAT	48.110951281145	-0.228910968826955	0.845622545086319	-0.270701118551172	0.786620916442965	0.949118268223162
ABCA1	14.6897627019945	0.0967847417490575	0.561093827688804	0.172492971715128	0.863049986308133	0.966062060243255
ABCA12	1.47799900813704	1.16643414344873	1.10598066808347	1.0546605172313	0.29158061537676	0.700446646148713
ABCA13	1.55029303300411	-1.13004936468745	1.12219206345875	-1.00700174371621	0.313933936239541	0.719819128843937
