genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
A1BG	0.44364526107054	2.36480447746251	1.3553758278456	1.74475922388363	0.0810267894123261	NA
A1CF	0.301376901012738	-0.672342644556662	3.18548185408596	-0.211064660027575	0.832836816220183	NA
A2ML1	3.2206378992948	1.97727922771737	0.583335133427008	3.38961107331415	0.000699918475731704	0.0108278778762203
A3GALT2	1.48175252190973	-0.317966835729649	0.993672553145088	-0.319991565353443	0.748974724539034	0.881687140064163
A4GALT	0.550515533802626	-0.721542036126875	2.20996662852254	-0.326494539245263	0.744050220198247	NA
A4GNT	0	NA	NA	NA	NA	NA
AAAS	7.93159173845827	-0.581439207354493	0.403769166288127	-1.44002874885097	0.149859265614094	0.37479575307329
AACS	22.4258296329803	0.0309452310696346	0.23127514682865	0.133802665327294	0.893558619523833	0.953303313485419
AADAC	0.129872329120925	0.196030023760193	3.5956394143704	0.0545188215972759	0.956521813423336	NA
AADACL2	0.0431433567940726	-0.211314396443738	3.5956394143704	-0.058769629568303	0.953135598728143	NA
AADACL3	0	NA	NA	NA	NA	NA
AADACL4	0.405123103105145	-0.0895902433578338	1.61503135486759	-0.0554727579051731	0.955761832564579	NA
AADAT	13.2746099839778	-0.333735176071743	0.509937552317943	-0.654462834821117	0.512813663728291	0.727533905252428
AAGAB	21.3919054804367	0.802856290896753	0.209957420467077	3.823900527596	0.000131356927718253	0.00316683548723424
AAK1	313.589377909224	-0.417894901293291	0.102971102317556	-4.05837066796206	4.94162884725532e-05	0.00145385957017486
AAMDC	19.0883382284	-1.33694917556465	0.375971258164844	-3.55598771589733	0.000376561672820541	0.00691547223041497
AAMP	8.88511614664897	0.496558399088903	0.368290938220781	1.34827753701404	0.177569134170295	0.414801497421808
AANAT	0.194265907371646	0.603383107230359	2.16144178417345	0.2791576954089	0.780123807704839	NA
AAR2	10.5950943258302	-0.743131648277155	0.32218155919638	-2.30656171051737	0.0210792661746582	0.115290313266105
AARD	0.22375073872632	1.57797223540362	2.54695910555297	0.619551461177084	0.535553131565529	NA
AARS2	8.57918131848114	0.35308260524509	0.33468850426794	1.05495886695417	0.291444137398581	0.544650803970469
AASDH	24.2807246723748	0.371979368375215	0.27452400684756	1.35499759254851	0.175418324055796	0.412084880324155
