genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DEG	HARs.Intron	HARs.Flanking	HARs.FlankingandIntron	HARs.Intron.Simp	HARs.Flanking.Simp	HARs.FlankingandIntron.Simp	hCONDELs.Intron	hCONDELs.Flanking	hCONDELs.FlankingandIntron	hCONDELs.Intron.Simp	hCONDELs.Flanking.Simp	hCONDELs.FlankingandIntron.Simp	HARorhCONDEL	HARandhCONDEL
A1BG	1.26164075208781	3.08612329827873	0.771785221587497	3.9986815139202	6.36963223860095e-05	0.00255854019785414	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ABCB8	11.8254537605998	1.07431109772304	0.279394399825718	3.84514184390658	0.000120482724186979	0.00397629090021788	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ABLIM2	104.766102758155	-0.898171377403878	0.228218342275833	-3.93557927223182	8.29962622616905e-05	0.00312305176025585	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ABR	118.356067283142	-0.743067242908133	0.19723631060873	-3.76739577319615	0.00016495937504675	0.00495830394245873	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ACAP2	129.830795819024	-0.809358107332614	0.21469288918869	-3.7698412387626	0.000163351425144679	0.0049252306271582	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ACMSD	1.90719618706324	3.28131211614689	0.611198586249978	5.36865135156718	7.93276033730382e-08	1.0321211004079e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ACO2	41.8949540894195	-0.894397726950729	0.211961701981312	-4.2196194812098	2.4471500472917e-05	0.00117955132851858	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ACTN2	25.2165873623945	0.930722236414017	0.208213824719095	4.47003092935675	7.8208286658286e-06	0.000475559785831613	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ACYP1	6.52096009981597	1.59376369953827	0.414536651252552	3.84468706137949	0.000120706378097184	0.00397629090021788	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS3	21.5489102288047	-4.53972703154908	1.05137142457875	-4.31790985128589	1.57513735813273e-05	0.000839222310868879	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
