genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DEG	HARs.Intron	HARs.Flanking	HARs.FlankingandIntron	HARs.Intron.Simp	HARs.Flanking.Simp	HARs.FlankingandIntron.Simp	hCONDELs.Intron	hCONDELs.Flanking	hCONDELs.FlankingandIntron	hCONDELs.Intron.Simp	hCONDELs.Flanking.Simp	hCONDELs.FlankingandIntron.Simp	HARorhCONDEL	HARandhCONDEL
ACACA	74.037231180308	0.733699347645718	0.16335610798933	4.49141055499216	7.07530140063026e-06	0.000662274910349561	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS19	6.74680435200154	-4.37819016418989	0.883456037121559	-4.95575329187261	7.20505917422606e-07	9.79295851050287e-05	TRUE	HARsv2_2334	NA	HARsv2_2334	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
ADCY3	18.5103057424332	0.965847034939557	0.243837280462919	3.96103103309683	7.46268320897431e-05	0.00411359682219128	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ADCYAP1R1	7.61593413286988	-1.98249359391298	0.446685868819428	-4.43822769489582	9.07026403649126e-06	0.000804605587122625	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ADGRL3	224.922901874792	-0.840897633085048	0.21367149925852	-3.93546933495164	8.3034266518872e-05	0.00442541180832592	TRUE	HARsv2_2069,HARsv2_2070	NA	HARsv2_2069,HARsv2_2070	TRUE	FALSE	TRUE	1007	1006	1006,1007	TRUE	TRUE	TRUE	TRUE	TRUE
AK7	2.42545447114456	2.55742810501806	0.605684009481661	4.2223800942123	2.41736005208416e-05	0.00177667010642807	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AMBRA1	27.2738524371148	0.883251082379588	0.179595329626324	4.91800696720417	8.74298014882784e-07	0.000115797033256846	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANKRD7	10.3569308358472	-3.23248940101798	0.799985861563724	-4.04068316244923	5.32957214778915e-05	0.00324417269020637	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AP1S3	1.68348438713751	3.59236439178326	0.713494609715436	5.0348865189269	4.78131997954352e-07	6.87539954159866e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AP3S2	6.23206850774776	-5.81980580330893	1.48473658085295	-3.91975645940208	8.8638494253799e-05	0.00462879547361155	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
APCDD1	3.59588955704577	-2.66749244859134	0.700703443380593	-3.80687789362335	0.00014073218541557	0.00634702156224221	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
APOO	9.01621749316959	2.09622924342406	0.436774585946109	4.79933886007439	1.59190256957671e-06	0.000202498170453079	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARHGEF28	36.2069441085101	2.4679868232105	0.622155104603723	3.96683528745209	7.28332896379648e-05	0.00405984213363981	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	1053	1053	FALSE	TRUE	TRUE	TRUE	FALSE
ARID5B	6.92805087638312	-2.8323973877973	0.664932249927731	-4.2596781673699	2.04721458817869e-05	0.0015505697056419	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ASIC2	105.917303789893	-3.69152187323566	0.624411816267193	-5.91199874356	3.37981117932881e-09	1.11781621737668e-06	TRUE	HARsv2_1102	NA	HARsv2_1102	TRUE	FALSE	TRUE	802,803	NA	802,803	TRUE	FALSE	TRUE	TRUE	TRUE
BAIAP2L1	2.54337412542117	4.02125616268996	0.762508019677176	5.27372310705983	1.33683558275058e-07	2.50265710416061e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BCO2	5.64627577849687	2.94515378247411	0.620428286498479	4.74696890287792	2.06487683730568e-06	0.000250732228916307	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BDKRB2	0.939932403731716	4.19456175170986	1.01748837031496	4.12246653041493	3.74837086571988e-05	0.00243080625684135	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BRINP2	50.3032237012509	-1.72578421102083	0.24535568537145	-7.03380567036027	2.0097498805606e-12	1.73383890727859e-09	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BRWD1	39.7971211848943	0.632132323299434	0.165031168793298	3.83038142383384	0.000127944777706163	0.00590450271814209	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BTRC	55.9136027495129	0.657510117172616	0.151652883641845	4.33562555081671	1.45346185521591e-05	0.00116300391350422	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CALN1	30.271136730645	-2.78410297422758	0.507425709019252	-5.48672037057143	4.0946452559758e-08	8.46397296453998e-06	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	264	NA	264	TRUE	FALSE	TRUE	TRUE	FALSE
CC2D1A	4.45568780629046	1.45385667675811	0.373254578464408	3.89508062497013	9.81660713488504e-05	0.00487001879961647	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CCPG1	10.0658419681158	-6.53802744479067	1.15246179316764	-5.67309691614188	1.4023883671913e-08	3.39377984860295e-06	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CDCA7	3.7682497170281	2.12876214199858	0.412850595487131	5.15625304957308	2.51940371149516e-07	4.16625393757583e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CDH1	1.67076823946648	3.27821349068883	0.660849740615389	4.96060343102522	7.02745302079562e-07	9.68422067671308e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CENPW	1.36206700172424	3.91355606401286	0.744561234151837	5.256191008213	1.47069545029163e-07	2.61038832313585e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CEP112	58.2789509343867	-0.839559245488178	0.214984182478876	-3.90521402927246	9.41420269533939e-05	0.00480293557297069	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
