genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DEG	HARs.Intron	HARs.Flanking	HARs.FlankingandIntron	HARs.Intron.Simp	HARs.Flanking.Simp	HARs.FlankingandIntron.Simp	hCONDELs.Intron	hCONDELs.Flanking	hCONDELs.FlankingandIntron	hCONDELs.Intron.Simp	hCONDELs.Flanking.Simp	hCONDELs.FlankingandIntron.Simp	HARorhCONDEL	HARandhCONDEL
ALCAM	28.7737847194128	-3.37016430944873	0.713258335229011	-4.72502618334863	2.30085708642409e-06	0.000917511873520052	TRUE	NA	HARsv2_1897	HARsv2_1897	FALSE	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
ANO3	7.87078342195717	2.50930955689686	0.524570372741183	4.78355181171264	1.72224471663102e-06	0.000816590030642621	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
APOO	4.11964243015319	2.71903436937105	0.383486559915491	7.09029899240862	1.33822558872961e-12	8.88314145798716e-09	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ATRNL1	19.4212794123924	1.61300013899574	0.384677381660118	4.19312446194435	2.75138385360806e-05	0.00553445030916676	TRUE	HARsv2_0309	HARsv2_0310	HARsv2_0310,HARsv2_0309	TRUE	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
CABLES1	13.7478887771474	-2.19112583457612	0.52626626940896	-4.16353082449486	3.13363698512702e-05	0.00593756389394881	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	822	822	FALSE	TRUE	TRUE	TRUE	FALSE
CDH20	12.4971373672211	-2.84985031551794	0.664127575772913	-4.29111878422046	1.77775183118906e-05	0.00380668279207515	TRUE	HARsv2_1253,HARsv2_1254	NA	HARsv2_1253,HARsv2_1254	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
COL15A1	5.67748042444154	3.22545290954991	0.636566217379979	5.06695583505112	4.04228022367969e-07	0.000383323658925512	TRUE	HARsv2_3030	HARsv2_3031	HARsv2_3031,HARsv2_3030	TRUE	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
CTNNA3	54.3957856588188	-2.8613185132971	0.652825126032311	-4.38297853314471	1.17067652310201e-05	0.00277533955726827	TRUE	HARsv2_0265,HARsv2_0266	NA	HARsv2_0265,HARsv2_0266	TRUE	FALSE	TRUE	355,356	NA	355,356	TRUE	FALSE	TRUE	TRUE	TRUE
CTNND1	4.23868843763251	-5.45370870858161	1.16084453509511	-4.69805261919487	2.62653772410655e-06	0.000917629337506276	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
DISC1	5.94153350221898	-6.08372768464181	1.35442828674202	-4.49173111946427	7.06465796709377e-06	0.00195396664939868	TRUE	HARsv2_0202	NA	HARsv2_0202	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
DLG2	100.001990030507	1.26938371613117	0.264427551263947	4.80049718746626	1.58272198409118e-06	0.000808162194645942	TRUE	HARsv2_0406	NA	HARsv2_0406	TRUE	FALSE	TRUE	674	397	397,674	TRUE	TRUE	TRUE	TRUE	TRUE
DOCK3	17.9674940392168	-1.53974930476043	0.369782369845954	-4.16393379003405	3.12810859515861e-05	0.00593756389394881	TRUE	HARsv2_1793	NA	HARsv2_1793	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
DPYD	9.70073480630577	1.4611436728191	0.319399567678457	4.57465764102115	4.76999340017345e-06	0.00143923709956143	TRUE	NA	HARsv2_0106,HARsv2_0107	HARsv2_0106,HARsv2_0107	FALSE	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
EDN3	2.12242816214609	4.0476388986556	0.837897400709662	4.83070945825519	1.36047407974699e-06	0.000808162194645942	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
EEF1A1	7.81821281787481	3.53402580014392	0.864168655205438	4.08950935544379	4.32286633321109e-05	0.00735774018457827	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
EGFLAM	6.86147391702485	-5.50003642370067	1.25382338355544	-4.3866117794871	1.15130011180753e-05	0.00277533955726827	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
FGFR2	12.3094279489409	-2.84414307487929	0.710019954106453	-4.00572273839627	6.18281397493897e-05	0.00940568706947911	TRUE	HARsv2_0322	NA	HARsv2_0322	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
GRM7	32.3695909967823	-4.47410457715825	0.847863010233628	-5.27691917580579	1.31373793733514e-07	0.000174411848560613	TRUE	HARsv2_1764,HARsv2_1765	NA	HARsv2_1764,HARsv2_1765	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
HIPK2	11.2782976890876	-1.95997565112611	0.490185643677231	-3.99843544258649	6.37625667560349e-05	0.00940568706947911	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
HP1BP3	9.80025964143079	1.13936728564408	0.26259021874334	4.33895554486633	1.43161475474832e-05	0.00316768624733979	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
IQGAP2	4.13039638663713	3.00302187040097	0.609886658896289	4.92390155875116	8.48355253386558e-07	0.000703922771497496	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
KCNIP1	11.8716176457813	3.67828590914351	0.711604658994961	5.16900200504386	2.35347373500122e-07	0.000260372644215635	TRUE	HARsv2_2390	NA	HARsv2_2390	TRUE	FALSE	TRUE	1079	NA	1079	TRUE	FALSE	TRUE	TRUE	TRUE
KLHL23	16.4812253923697	-7.27317162233879	1.25113285124071	-5.81326884281408	6.12645506996469e-09	1.35558029181419e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
LAMC1	16.9809726691817	1.17018511298822	0.268705444255805	4.35489915818088	1.33128189278182e-05	0.00304725834630542	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	612	612	FALSE	TRUE	TRUE	TRUE	FALSE
LGR4	5.55132892528055	-4.0139617972796	0.988930841586146	-4.05889029696112	4.93064689298907e-05	0.00798283757942963	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
LPCAT2	1.95686939276012	3.29675787348263	0.683273680638045	4.82494491870973	1.40041964629674e-06	0.000808162194645942	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
MTPN	2.32232678737815	-4.74808092470354	1.17759479440949	-4.03201589141238	5.53004467323986e-05	0.00874010393832528	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
NCAM1	17.9670664113926	-2.60819026246061	0.486957393784582	-5.35609541153083	8.50396148640472e-08	0.000141123240866886	TRUE	HARsv2_0429	NA	HARsv2_0429	TRUE	FALSE	TRUE	403	NA	403	TRUE	FALSE	TRUE	TRUE	TRUE
NCKAP5	18.7920352084945	-2.68529134836639	0.67269586457417	-3.99183567163184	6.55638007161073e-05	0.0094611415033374	TRUE	HARsv2_1453	NA	HARsv2_1453	TRUE	FALSE	TRUE	66,902	NA	66,902	TRUE	FALSE	TRUE	TRUE	TRUE
NUDT3	6.25897270820767	-6.06821546272364	1.26313972965273	-4.80407299388165	1.55470108481331e-06	0.000808162194645942	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
PDZRN3	40.8879433179129	2.06229569265196	0.444723086352909	4.63725800602003	3.5306159293833e-06	0.00117181142696232	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
PIR	3.63795450343933	-5.28124390902383	1.12100313073684	-4.71117677035607	2.4629048592385e-06	0.000917511873520052	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
PRKRIP1	3.69640543926197	-4.98945211334854	1.22461157594715	-4.07431402033707	4.61501761380908e-05	0.00765862173011617	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
PTCHD4	1.99150060041916	3.54613897525817	0.779083419237949	4.55168071568868	5.32190571917227e-06	0.00153594826799415	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
RPL11	3.06768642428759	2.6933625935125	0.610713622936149	4.41018914980728	1.03280365741812e-05	0.00274230027117658	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
RPL26	1.86374287967869	3.71694555648358	0.766333256969128	4.8502991651233	1.23275398552545e-06	0.000808162194645942	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
SGK1	10.8224177691083	-2.85732267590882	0.61828030604682	-4.62140334725856	3.81152901232687e-06	0.00120480617065837	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	241	241	FALSE	TRUE	TRUE	TRUE	FALSE
SGPL1	5.83072270095976	1.66497706187141	0.406317502150327	4.09772420104957	4.17231980211028e-05	0.00728838390694949	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
SIL1	10.3259064494471	1.10483180962159	0.276146742068739	4.0008866349275	6.31055869224285e-05	0.00940568706947911	TRUE	HARsv2_2340,HARsv2_2341	NA	HARsv2_2340,HARsv2_2341	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
SLC26A3	2.01683187691877	5.26844738586239	0.806995722169254	6.5284700291849	6.64449039197143e-11	2.20530636109532e-07	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
SLC4A4	37.1112999955554	-5.24789692085124	1.11327757604053	-4.71391594854166	2.43000931603228e-06	0.000917511873520052	TRUE	HARsv2_2080	NA	HARsv2_2080	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
SPARCL1	21.4925752065176	2.44176439416435	0.588228571313197	4.1510469114297	3.30957915149301e-05	0.00593756389394881	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ST6GALNAC3	21.2876158798079	2.22478114059008	0.535812931582082	4.15216022133139	3.29351538292821e-05	0.00593756389394881	TRUE	HARsv2_0068	NA	HARsv2_0068	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
TMTC2	32.3269837327409	-2.40143926317856	0.60317915641822	-3.98130346121162	6.85383797432227e-05	0.00967995244118112	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
TXNIP	10.9610237688449	1.98867706758636	0.451977439387446	4.39994763960247	1.08277001117374e-05	0.00276439512852741	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
VIT	2.36445675226069	3.07345099022278	0.652660380394102	4.70911224665868	2.48798037411282e-06	0.000917511873520052	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ZNF420	3.62606832243471	2.34165167164136	0.555467374450718	4.2156421409213	2.49068454504411e-05	0.00516661375312587	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
