genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DEG	HARs.Intron	HARs.Flanking	HARs.FlankingandIntron	HARs.Intron.Simp	HARs.Flanking.Simp	HARs.FlankingandIntron.Simp	hCONDELs.Intron	hCONDELs.Flanking	hCONDELs.FlankingandIntron	hCONDELs.Intron.Simp	hCONDELs.Flanking.Simp	hCONDELs.FlankingandIntron.Simp	HARorhCONDEL	HARandhCONDEL
ABCA5	73.4736147889907	0.908916240925477	0.210639984469163	4.31502235065222	1.59586756141463e-05	0.0014098039116406	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ABO	21.5282297948505	-5.57201667372509	1.13189014031354	-4.92275396283742	8.53347128457276e-07	0.000136313436506032	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ABR	106.093789641031	-1.13609374360216	0.267906260753347	-4.24063902205005	2.22884336590288e-05	0.00184330088580096	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ACADM	20.2041479455739	1.19180129061355	0.290266032482522	4.10589306788871	4.02755776423011e-05	0.0027562919930418	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ADGRL3	401.996993386972	-1.05488553009392	0.203782325784661	-5.17653101677044	2.26049486763378e-07	4.62449660552237e-05	TRUE	HARsv2_2069,HARsv2_2070	NA	HARsv2_2069,HARsv2_2070	TRUE	FALSE	TRUE	1007	1006	1006,1007	TRUE	TRUE	TRUE	TRUE	TRUE
AFF1	13.2470365590348	-1.68485849723358	0.383237437846346	-4.39638284480207	1.10069725521156e-05	0.00106391017577791	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AGAP2	21.1327266782123	-1.18302964599016	0.314791943282877	-3.75813190659416	0.000171186636370084	0.00795301739725719	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AIDA	10.8260265617504	-1.82766739792567	0.382841458919363	-4.77395369635404	1.80643932141307e-06	0.000242125160080435	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AK3	32.132322436723	1.35966844245719	0.250833977211627	5.42059117178548	5.94022676623252e-08	1.50584748523994e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ALG12	7.35377235229638	2.39523524612692	0.593254443667805	4.03745015598761	5.4035320837294e-05	0.00342448845806351	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AMH	2.53050374732338	2.446605167912	0.652954985383373	3.74697371592241	0.000178980831993827	0.0081527167260938	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANKRD23	13.3514373445564	-3.33007894344935	0.642929344360096	-5.17954106879934	2.22432440716542e-07	4.62449660552237e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANKRD7	18.4318658594049	-4.03660121000425	0.956088362226075	-4.22199596761723	2.42148443010473e-05	0.00194737447858284	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AP1S3	4.36848183012443	2.67682479183682	0.561471800834037	4.76751421506927	1.86512839410842e-06	0.000247150706860208	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AP3S2	15.1932408068493	-6.26020499506811	1.35235049856185	-4.62912906212221	3.67206863234005e-06	0.000446041586684555	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
