genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DEG	HARs.Intron	HARs.Flanking	HARs.FlankingandIntron	HARs.Intron.Simp	HARs.Flanking.Simp	HARs.FlankingandIntron.Simp	hCONDELs.Intron	hCONDELs.Flanking	hCONDELs.FlankingandIntron	hCONDELs.Intron.Simp	hCONDELs.Flanking.Simp	hCONDELs.FlankingandIntron.Simp	HARorhCONDEL	HARandhCONDEL
AASS	11.2206483219315	1.36891328676453	0.343349089676275	3.98694310812125	6.69300665528669e-05	0.00641256459200325	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AHR	1.90770734221057	3.61664677195598	0.728573011200167	4.96401419810806	6.90508922002244e-07	0.00015947387762047	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AIG1	65.8259580689222	-1.54066422467878	0.379045900495087	-4.06458485018952	4.8118031985185e-05	0.00511943421199682	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
APCDD1	1.77288714040346	4.24636607550063	0.849071281882481	5.00118914172435	5.69777794909758e-07	0.000141979630000013	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
APOO	5.05098122187909	2.38132651994206	0.430939171866647	5.52589942015983	3.2780189555528e-08	1.41088915864225e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARAP2	230.191085260684	-1.0407408280623	0.228604618069425	-4.55258006969151	5.29919820782898e-06	0.000865139790171253	TRUE	HARsv2_2039	HARsv2_2036,HARsv2_2037,HARsv2_2038	HARsv2_2036,HARsv2_2037,HARsv2_2038,HARsv2_2039	TRUE	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
ASH1L	72.2486886825485	-0.804745424555219	0.193023584779614	-4.16915593746765	3.05729766608929e-05	0.00348789778315656	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BAIAP2L1	2.60573900143028	4.60748584010066	0.737613795064956	6.24647460626047	4.19820235280472e-10	2.83948414847913e-07	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
BMPR2	19.5817056258022	-1.48272630698631	0.365208709052162	-4.05994235689087	4.90848322328233e-05	0.00516426973791782	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	921	NA	921	TRUE	FALSE	TRUE	TRUE	FALSE
BTBD11	18.8793834826381	-6.00096812969874	1.3489511858941	-4.44861770570387	8.64246835034112e-06	0.00129897671126	TRUE	NA	HARsv2_0564	HARsv2_0564	FALSE	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
CAT	3.44818534479808	2.93585730663001	0.525065001507941	5.59141686876574	2.25224120632299e-08	1.06632359913362e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CEP112	17.0457830406414	-4.4175692065933	0.894870785171014	-4.93654422492861	7.95190117649653e-07	0.00017112852781874	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CERCAM	39.1334766276592	2.3812336175515	0.546181196448033	4.35978688581247	1.30189171854228e-05	0.00178661053375027	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CHRM5	3.71957208202568	4.11350709390463	1.01928328636143	4.035685808789	5.44430329884817e-05	0.00566506680624102	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CLDN11	335.641895098062	-2.30837186444194	0.587704752783496	-3.92777470916986	8.57354658339154e-05	0.00795910907824848	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
CTNNA1	12.8779166580844	1.66965485916356	0.294965587965796	5.66050728384345	1.50926182254842e-08	7.93955566539498e-06	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
DLGAP4	8.57368906062205	-2.6682297450447	0.691414414558778	-3.85908897596157	0.000113810498960214	0.00945325977766904	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
DMD	53.9442086663157	2.00495116075035	0.463350213935022	4.32707507291994	1.51102471871954e-05	0.00204398472307933	TRUE	HARsv2_3096,HARsv2_3097,HARsv2_3098,HARsv2_3099,HARsv2_3100,HARsv2_3101,HARsv2_3102,HARsv2_3103,HARsv2_3104,HARsv2_3105,HARsv2_3106,HARsv2_3107,HARsv2_3108,HARsv2_3109	NA	HARsv2_3096,HARsv2_3097,HARsv2_3098,HARsv2_3099,HARsv2_3100,HARsv2_3101,HARsv2_3102,HARsv2_3103,HARsv2_3104,HARsv2_3105,HARsv2_3106,HARsv2_3107,HARsv2_3108,HARsv2_3109	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
DPYD	94.8161744841971	1.88295557190349	0.35339010511224	5.32826342521799	9.91562419566484e-08	3.47744612995372e-05	TRUE	NA	HARsv2_0106,HARsv2_0107	HARsv2_0106,HARsv2_0107	FALSE	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
DSE	3.89486403562282	3.07277619044352	0.574184294967577	5.351550394838	8.72038447268538e-08	3.25622345219217e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
DTHD1	6.0861159611635	-4.37685815001264	1.097497181671	-3.98803589030508	6.66225863820528e-05	0.00641256459200325	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
EEF1A1	9.23395876115675	2.30703352178471	0.584505037644347	3.94698654964967	7.91410010851302e-05	0.007419664745298	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ENO4	10.9276243808511	2.95485570634953	0.758343388676347	3.8964613530911	9.7608374509611e-05	0.008637885030201	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ENOSF1	25.0096427904943	1.45019853319543	0.374025893598639	3.87726774540272	0.000105636088001464	0.00901142448005281	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ESRRG	13.4547799902455	2.2498805457612	0.531760239440255	4.23100559028159	2.32648889223209e-05	0.00275369041506821	TRUE	HARsv2_0188,HARsv2_0189,HARsv2_0190	NA	HARsv2_0188,HARsv2_0189,HARsv2_0190	TRUE	FALSE	TRUE	35	36	36,35	TRUE	TRUE	TRUE	TRUE	TRUE
EXTL3	10.3281917137076	-2.68318696806148	0.610754124487934	-4.39323593649263	1.11675814901575e-05	0.00160786078045762	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
FAAH2	6.59754167104632	3.33233509537102	0.739130510883232	4.50845290013669	6.53020617611417e-06	0.00099733100454234	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
FAM221A	3.82038537926976	3.60850061761491	0.650340849444884	5.54862980035014	2.87917090394536e-08	1.2982318709266e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
GREB1L	18.5744571214096	1.98246443059813	0.399938034810838	4.9569289690984	7.16161436849976e-07	0.000161460301084105	TRUE	HARsv2_1164	NA	HARsv2_1164	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
GRIA2	71.9478098423354	-1.07112355503497	0.217673709990136	-4.920775940666	8.62017705226987e-07	0.000181387681128763	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
GRIA4	11.4243568215881	1.80988351953999	0.392419939764581	4.61210895813746	3.9860394465465e-06	0.000673996562845514	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	676	NA	676	TRUE	FALSE	TRUE	TRUE	FALSE
GSN	36.1734359253151	1.60091370640583	0.338812900104883	4.725067156269	2.30039321956904e-06	0.000419786513421988	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
HDHD2	3.68327702274537	2.12397802709973	0.493493646117031	4.30396225728919	1.67770257165531e-05	0.00217618707548002	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
IAH1	4.92125468436305	1.96870780199979	0.456998097357949	4.30791246917988	1.64802574631382e-05	0.00216738274886744	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
IFIT3	5.26071864494363	2.31795825268181	0.500689723984844	4.62953030917802	3.66496081841975e-06	0.000630972981629393	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
