genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DEG	HARs.Intron	HARs.Flanking	HARs.FlankingandIntron	HARs.Intron.Simp	HARs.Flanking.Simp	HARs.FlankingandIntron.Simp	hCONDELs.Intron	hCONDELs.Flanking	hCONDELs.FlankingandIntron	hCONDELs.Intron.Simp	hCONDELs.Flanking.Simp	hCONDELs.FlankingandIntron.Simp	HARorhCONDEL	HARandhCONDEL
AADAT	5.76177335006183	-4.00294535721332	1.02889571356915	-3.89052583699416	0.000100027225200524	0.00260525454726818	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	185	185	FALSE	TRUE	TRUE	TRUE	FALSE
AAMDC	14.8852305060658	-1.190813242069	0.263762091450477	-4.51472474880867	6.33990552007523e-06	0.000263062355596777	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ABCA1	11.0675546008541	-2.01821396085178	0.441932578680803	-4.56679153837511	4.95246080871809e-06	0.0002143631687457	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	1222	NA	1222	TRUE	FALSE	TRUE	TRUE	FALSE
ABCA5	131.522165450264	0.60648912973699	0.133149456033495	4.5549501124843	5.23980121595504e-06	0.000225483259042599	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ABCB8	15.7024649696903	1.52702273925545	0.332380803891709	4.59419654016168	4.34419796957982e-06	0.000190086306065287	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ABCG2	4.27105786252609	-2.24673569262761	0.638335760168418	-3.5196769988804	0.00043207263398851	0.00781824060869735	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ACO2	46.4648624820481	-0.864240303520194	0.186744461072163	-4.62793005242725	3.69338709437072e-06	0.000167707648704011	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ADAM12	40.0953322001612	2.89999321209176	0.436461521554599	6.64432732068223	3.0460498149357e-11	5.91179313276149e-09	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ADAM23	173.250209022533	1.00157655542292	0.247239392513628	4.05103954204108	5.09905886912782e-05	0.00149287044701253	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ADAMTS12	22.6981997075951	4.58542357416073	0.556085203131382	8.24590107476275	1.63920241751122e-16	8.96569213177841e-14	TRUE	HARsv2_2241	NA	HARsv2_2241	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
