genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DEG	HARs.Intron	HARs.Flanking	HARs.FlankingandIntron	HARs.Intron.Simp	HARs.Flanking.Simp	HARs.FlankingandIntron.Simp	hCONDELs.Intron	hCONDELs.Flanking	hCONDELs.FlankingandIntron	hCONDELs.Intron.Simp	hCONDELs.Flanking.Simp	hCONDELs.FlankingandIntron.Simp	HARorhCONDEL	HARandhCONDEL
ABCA5	61.3108431365613	0.75707945494838	0.199749874256598	3.79013732932736	0.000150564019150099	0.00648827970733071	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ABI1	117.295833132894	1.19946464499154	0.248063060920159	4.83532147246056	1.3293063125244e-06	0.000196288477576654	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ABLIM2	86.5965301894393	-1.15274824020341	0.309143776371202	-3.7288418150759	0.000192361851488909	0.00796648067408547	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ACMSD	2.0664878703021	4.019228883812	0.79405838930548	5.06162889019711	4.15689568928937e-07	7.62321032051938e-05	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ACTR5	14.3751409369918	-1.8257913621218	0.45616050748356	-4.00251957845694	6.26714798436942e-05	0.00354514788966569	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ADARB1	35.7096443984217	-0.799565913942618	0.210574492286381	-3.79706917614319	0.000146416940315717	0.00640292542842194	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	865	NA	865	TRUE	FALSE	TRUE	TRUE	FALSE
ADD3	69.9222099127681	-1.17581753551513	0.25921635426922	-4.53604688187975	5.73184439037937e-06	0.000566704962770551	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ADGRL3	400.97459944446	-0.975855911961004	0.249808293902678	-3.90641918535013	9.36739524555711e-05	0.00471271167884887	TRUE	HARsv2_2069,HARsv2_2070	NA	HARsv2_2069,HARsv2_2070	TRUE	FALSE	TRUE	1007	1006	1006,1007	TRUE	TRUE	TRUE	TRUE	TRUE
AGAP1	176.541779081073	-1.30667276507395	0.297901588925089	-4.38625644726765	1.15318153779842e-05	0.000929905963458727	TRUE	HARsv2_1617	NA	HARsv2_1617	TRUE	FALSE	TRUE	97	NA	97	TRUE	FALSE	TRUE	TRUE	TRUE
AHCY	3.2607158027118	2.53603269048782	0.544268557570981	4.65952452187554	3.16940639366431e-06	0.000375376569749617	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ALDH1A2	7.05526189013298	-5.06893165093086	1.36068510380158	-3.72527900597201	0.000195099311262227	0.00803724336612871	TRUE	HARsv2_0893	NA	HARsv2_0893	TRUE	FALSE	TRUE	NA	772,773	772,773	FALSE	TRUE	TRUE	TRUE	TRUE
ALG12	11.9046901688633	2.21725500767062	0.568410283580074	3.90080030520467	9.58752137602826e-05	0.00478114552830883	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANKAR	19.4455331349212	1.75649455782636	0.423617443430708	4.14641697377053	3.37718561754788e-05	0.00220681611905284	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANKRD23	10.1654349772707	-3.2962868261176	0.687937478510684	-4.79155000139508	1.654977632994e-06	0.000232309823298047	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ANP32A	19.475732968969	-1.23797272513526	0.315800580485631	-3.92010908666329	8.85088960259229e-05	0.00451276299468495	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
AP3S2	14.5139626611876	-6.10457498822697	1.31422342567595	-4.64500546022999	3.40067460562338e-06	0.000394547655774876	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
APOO	21.8586792384099	1.2525546494487	0.280386020934072	4.46725070413982	7.92312582241353e-06	0.000698383710231393	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARAP2	18.4351627486376	-2.93288298984063	0.762031824381788	-3.84876706720219	0.000118713823847754	0.00557758750888	TRUE	HARsv2_2039	HARsv2_2036,HARsv2_2037,HARsv2_2038	HARsv2_2036,HARsv2_2037,HARsv2_2038,HARsv2_2039	TRUE	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
ARHGAP26	130.959634082952	-1.65947588743132	0.371891261826662	-4.46226103641231	8.1099346302873e-06	0.000698560278381565	TRUE	HARsv2_2346	NA	HARsv2_2346	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
ARHGAP6	10.1452244675885	-3.34150535327028	0.748292636171819	-4.4655061292131	7.98796853031144e-06	0.000698560278381565	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
ARPP21	39.673143829616	-2.5140171256998	0.587495496684471	-4.27921088738151	1.87557090993653e-05	0.00135829562076295	TRUE	HARsv2_1788,HARsv2_1789	NA	HARsv2_1788,HARsv2_1789	TRUE	FALSE	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	TRUE	FALSE
ASH1L	200.831295919796	-0.593633575476444	0.132506584835245	-4.48003075631715	7.46322841589666e-06	0.000684329895876976	TRUE	NA	NA	NA	FALSE	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE
